RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
59,1,3,6,2.47
0,1,1,3,0.41
64,1,4,6,1.22
12,1,3,4,0.89
8,2,6,15,5
26,2,1,5,0.59
64,1,3,15,5
20,2,1,99,NA
63,1,3,3,0.91
51,2,3,7,3.29
2,2,1,NA,NA
2,2,4,12,0.85
1,1,4,9,2.24
5,2,4,4,0.78
18,2,3,15,5
29,2,7,77,NA
13,1,2,99,NA
27,1,1,6,1.39
0,2,1,8,1.53
0,2,1,7,1.46
32,1,3,6,1.02
65,1,4,7,2.16
37,1,6,15,5
32,2,4,7,2.28
67,2,6,8,3.91
19,2,3,8,1.19
27,2,1,7,1.54
64,1,6,8,1.79
76,1,4,7,3.32
9,2,4,9,1.87
17,2,3,15,5
72,1,3,14,4.65
3,2,6,12,NA
80,2,3,6,1.67
48,2,6,14,3.85
72,2,3,15,5
12,2,7,2,0.31
58,2,6,15,5
71,1,4,3,0.97
37,2,7,5,0.59
80,1,3,3,0.86
9,2,4,14,3.06
9,1,3,7,1.18
50,2,4,5,1.46
57,2,3,15,5
11,1,4,15,3.03
18,1,6,5,1.34
4,2,6,15,4.78
0,1,3,10,1.94
68,2,6,1,0
31,2,6,10,2.79
10,2,4,1,0.07
12,2,3,14,2.55
45,1,3,10,2.21
80,1,3,4,1.66
31,2,2,6,1.1
0,2,3,8,2.41
29,2,1,5,1.25
62,1,4,6,1.57
16,2,3,8,2.09
17,2,3,15,5
63,1,4,NA,NA
54,1,7,15,5
22,1,3,5,1.69
4,1,3,6,1.01
33,2,6,6,1.02
49,2,3,10,1.75
11,1,3,5,0.71
61,2,3,8,3.04
9,2,3,15,5
54,2,3,6,1.82
62,2,2,8,2.77
57,2,3,14,5
17,2,1,NA,NA
41,2,3,4,1.13
65,1,3,8,2.33
71,1,7,4,1.4
80,2,6,4,1.59
15,2,3,7,2.01
19,2,4,9,1.91
38,1,2,14,2.67
22,1,6,12,NA
69,1,4,15,5
36,1,6,15,5
54,1,3,99,NA
31,1,1,NA,NA
12,2,1,9,1.94
60,1,7,6,1.05
13,1,3,8,1.56
66,2,4,2,0.66
80,1,4,5,1.4
76,1,3,14,5
67,1,1,99,NA
19,2,4,4,0.72
3,1,4,6,1.57
15,1,6,15,5
16,1,3,7,2.17
47,1,4,5,1.13
80,2,3,1,0.15
69,1,6,7,2.28
6,2,2,4,0.66
19,1,3,14,3.82
10,1,3,6,1.02
23,2,6,99,0
80,1,6,4,0.95
9,2,3,12,NA
4,2,3,6,1.22
7,2,3,6,0.73
55,1,4,9,2.24
67,1,3,4,1.02
32,1,6,12,NA
46,2,1,NA,NA
15,2,1,7,1.22
73,1,3,9,3.39
9,1,1,5,1.22
3,1,3,7,1.59
54,1,6,15,5
9,1,1,99,NA
77,2,6,7,2.46
47,2,3,12,NA
55,2,6,15,5
51,1,2,NA,NA
6,2,1,9,1.97
80,1,3,7,2.19
32,2,2,NA,0.87
38,2,3,8,1.19
19,1,3,3,0.82
4,1,3,9,1.58
9,1,4,4,0.93
77,1,3,7,1.42
51,1,3,6,0.92
32,1,1,15,5
11,2,6,9,2.65
19,1,4,14,4.8
4,2,3,4,0.66
0,2,4,2,0.29
4,1,4,15,5
45,1,6,2,0.32
48,1,6,15,5
11,1,3,6,1.54
3,1,4,15,5
7,2,3,15,5
61,1,4,99,NA
6,2,3,8,1.61
56,2,3,1,0.16
58,1,1,7,1.59
51,1,4,4,1.45
52,1,1,8,2.02
57,2,3,NA,NA
15,1,1,9,2.39
37,2,7,6,1.25
27,2,4,8,3.98
34,2,2,13,NA
47,2,6,8,2.03
67,1,1,NA,NA
9,1,4,14,2.02
80,2,3,13,NA
38,2,4,3,0.62
4,2,6,15,5
35,2,3,10,2.64
1,1,3,7,2.12
61,2,4,13,NA
5,2,4,NA,NA
50,1,2,15,5
34,2,6,15,5
55,1,3,3,0.55
38,1,1,1,0.12
4,2,1,7,1.14
9,2,1,99,NA
46,1,3,8,2.41
28,2,4,2,0.18
8,2,4,3,0.49
80,2,3,7,2.43
57,1,6,2,0.2
53,1,6,14,3.92
20,1,3,15,5
11,1,1,9,2.39
0,2,1,6,0.84
11,2,1,7,1.39
47,2,1,10,2
2,2,1,4,0.4
0,2,7,14,3.67
80,1,1,7,1.19
70,2,3,4,1.24
19,1,3,5,1.35
56,1,4,12,NA
33,2,3,15,5
69,2,4,77,NA
53,2,6,15,5
80,2,3,12,NA
2,2,3,15,5
17,1,3,14,4.21
4,2,2,10,2.43
45,1,3,6,1.11
2,2,7,14,3.13
9,2,7,6,0.87
43,2,4,6,1.04
11,2,3,7,1.42
24,1,4,6,1.44
11,2,1,7,1.22
4,2,4,12,NA
74,2,4,NA,NA
54,2,2,7,1.72
80,1,3,7,2.28
9,1,3,15,3.98
10,1,3,14,4.02
73,1,3,3,0.88
69,1,7,15,4.07
20,2,2,14,3.59
29,1,6,15,5
47,2,3,9,2.47
61,2,4,6,1.57
4,1,4,2,0.29
80,1,3,15,5
54,1,4,13,NA
7,2,3,8,1.52
69,2,3,4,0.91
62,2,2,5,1.69
16,1,3,5,0.59
80,1,3,5,1.23
33,1,4,5,1.22
57,2,4,7,3.11
53,1,1,15,5
20,2,1,6,0.82
80,1,3,4,1.44
44,2,3,6,1.15
11,2,4,14,2.67
33,2,3,6,1.15
63,1,4,NA,NA
12,2,3,6,1.47
5,2,1,5,0.81
11,2,3,14,4.41
23,2,2,15,2.65
28,1,4,14,3.25
30,1,6,15,5
0,1,4,9,1.29
63,2,2,15,5
80,1,3,NA,0.62
39,2,2,6,1.22
54,2,2,14,3.3
41,1,3,14,3.05
2,2,2,14,2.73
38,1,4,2,0.73
7,2,1,7,1.46
0,1,3,9,2.44
19,1,4,9,2.65
12,2,3,14,2.61
5,1,3,10,2.64
11,2,4,6,1.2
50,2,7,6,2.16
13,2,4,8,2.45
47,2,3,15,4.17
13,2,7,6,1.02
12,2,6,12,NA
0,2,4,99,NA
49,1,3,8,1.19
48,2,1,8,1.99
1,1,3,6,1.11
64,2,3,15,1.73
56,2,3,6,1.72
0,1,4,2,0.3
55,1,1,14,3.31
46,1,4,10,2.06
8,1,3,5,1
61,2,1,NA,NA
15,1,3,9,3.03
0,1,3,14,2.71
0,1,2,8,1.7
1,2,7,9,2.24
41,1,2,14,5
42,1,4,15,5
50,2,6,14,4.62
54,1,3,3,0.86
50,1,3,8,1.95
62,2,6,8,2.98
44,2,6,6,1
24,2,3,8,2.57
32,1,1,2,0.41
56,2,3,1,0
41,1,1,7,1.14
2,2,3,5,0.91
26,1,1,10,2.99
23,1,6,14,3.66
63,1,1,5,1.22
9,2,1,7,1.55
15,2,4,1,0.1
21,1,3,15,5
8,2,3,15,5
8,2,1,15,4.2
56,1,6,14,3.25
19,2,2,3,0.74
69,1,4,15,5
29,1,3,8,3.62
63,1,6,10,2.38
60,2,4,9,3.65
56,2,6,6,2.11
36,1,7,15,5
13,2,3,15,5
77,2,4,8,1.52
40,2,1,99,NA
1,1,4,12,0.85
23,2,6,14,4.7
22,2,2,7,1.29
40,2,4,7,1.14
39,1,4,6,1.2
2,1,6,10,1.71
67,2,3,6,2.49
80,2,4,8,2.77
16,1,1,6,0.87
79,1,6,14,4.57
66,1,7,3,0.75
28,1,2,15,0
68,1,7,7,1.8
0,1,3,10,3.18
7,2,1,2,0.22
3,2,4,2,0.28
46,1,4,7,3.62
2,2,3,10,2.85
30,1,4,NA,NA
64,1,1,15,5
65,1,3,9,3.69
41,2,7,15,3.4
19,2,4,5,0.74
8,1,1,99,NA
71,2,6,6,1.82
32,2,6,15,5
13,1,3,8,2.15
73,2,3,5,1.74
34,2,3,15,3.47
0,1,3,NA,NA
33,2,3,9,2.08
78,2,3,7,2.43
18,2,4,15,3.03
11,1,4,12,0.85
23,1,1,6,1.64
0,1,1,5,0.96
56,2,2,15,4.08
0,2,3,10,2.59
1,2,4,14,3.17
51,1,4,3,0.82
60,1,3,4,1.58
41,1,1,10,2.2
49,2,3,NA,NA
74,1,3,7,2.3
40,2,3,6,1.32
24,1,2,1,0.12
1,1,2,8,2.55
9,2,1,13,NA
14,2,6,10,3.43
32,2,3,10,3.43
70,2,3,15,5
69,2,4,6,2.37
15,2,2,7,0
17,1,3,6,1.14
2,2,3,3,0.56
2,2,6,8,2.41
0,1,3,6,0.88
60,1,6,15,5
60,2,3,6,1.68
5,2,3,8,1.18
46,1,2,1,0.1
5,2,3,10,2.64
38,2,4,7,1.74
73,1,3,NA,NA
2,1,1,7,1.49
10,1,3,15,5
2,2,3,6,1
69,1,4,15,5
62,2,4,NA,0.87
77,1,3,4,1.52
15,2,3,8,1.99
27,2,7,14,3.05
20,2,2,NA,NA
45,2,1,3,0.48
0,1,3,15,5
9,2,1,6,1.11
41,2,4,5,0.55
63,1,6,14,5
7,1,4,14,3.25
11,1,7,15,4.85
4,2,6,NA,NA
0,1,1,12,NA
5,1,1,8,1.31
53,1,3,6,1.82
49,2,1,14,4.45
47,2,3,14,3.61
23,1,2,7,2.55
8,2,1,8,1.7
23,1,4,7,1.74
56,2,4,7,3.32
60,1,3,6,1.54
2,2,2,NA,NA
29,2,4,1,0.17
31,1,2,12,NA
80,1,4,3,0.99
19,2,3,8,0.99
52,2,6,6,1.97
15,1,7,8,2.45
67,1,4,4,1.17
47,2,2,15,4.18
55,2,1,14,3.31
5,2,2,15,4.04
42,1,3,15,5
21,2,4,15,3.4
35,1,2,9,1.82
54,2,4,12,NA
33,2,4,5,1.13
50,1,1,14,2.72
6,2,2,77,NA
76,1,4,7,3.29
22,2,3,14,2.01
5,2,4,14,4.65
80,2,3,15,4.27
69,2,4,5,1.79
80,2,4,13,NA
47,1,7,15,5
11,1,3,15,5
29,2,3,4,1.17
12,1,3,5,0.8
1,2,2,9,2.28
80,1,7,7,3.54
15,1,3,10,2.64
1,2,3,14,1.81
24,2,4,14,2.49
19,2,1,5,0.45
80,1,3,4,1.32
1,2,1,6,0.8
39,2,1,5,0.73
53,1,4,99,1
79,1,3,5,1.23
16,2,3,2,0.44
19,2,2,4,0.41
1,2,7,NA,NA
10,2,1,7,1.59
0,2,1,1,0.01
1,1,3,9,2.08
30,1,1,12,1.98
9,1,4,1,0
57,1,3,15,5
1,2,6,10,2.38
36,2,4,7,0.3
52,2,7,77,NA
36,2,3,5,1.91
12,2,4,8,2.03
46,2,6,8,2.2
55,1,6,15,5
66,1,3,8,2.92
71,1,3,9,3.71
47,1,4,15,3.47
50,2,6,14,4.57
0,1,7,6,0.83
67,1,4,8,4.15
54,2,2,14,3.59
77,1,3,15,5
62,1,3,15,5
12,1,3,7,1.63
13,2,3,15,4.08
23,2,1,NA,0.42
0,1,2,5,0.68
54,2,4,1,0.28
10,2,4,7,1.29
55,2,2,77,NA
56,2,4,15,5
50,2,3,15,5
21,2,3,14,2.72
45,1,4,14,3.13
53,2,6,7,2.16
65,1,7,10,4
9,2,4,NA,NA
56,2,7,5,1.18
80,1,3,5,1.35
61,2,3,3,0.58
31,2,3,14,3.4
16,1,4,99,NA
26,2,4,6,1.2
33,1,1,99,NA
67,1,7,4,1.53
58,2,2,99,NA
60,1,4,15,5
14,2,3,6,0.95
46,2,4,6,1.79
0,2,4,13,NA
6,2,6,6,1.06
39,2,4,12,NA
46,2,4,8,2.73
31,1,3,4,0.81
16,2,3,15,5
13,1,6,15,5
52,1,7,5,1.99
73,1,7,14,4.8
0,2,3,14,3.59
60,1,1,14,4.86
11,1,4,9,1.72
14,1,4,7,1.13
19,1,6,15,3.04
45,2,6,7,3.15
33,2,3,13,NA
13,2,1,99,NA
15,2,1,7,1.04
17,1,6,12,NA
18,1,7,99,NA
17,1,6,14,3.59
80,1,3,15,5
71,1,3,15,5
5,1,6,15,4.17
4,1,6,8,1.56
16,1,3,10,3.18
18,2,3,1,0.29
11,1,1,2,0.2
1,2,3,15,1.45
71,1,7,NA,NA
57,1,7,NA,NA
26,2,4,1,0.1
10,1,3,1,0.04
60,2,3,8,1.79
13,1,1,77,NA
0,1,3,4,0.51
9,1,3,15,5
64,2,6,2,0.35
0,2,1,NA,NA
13,2,3,7,0
2,2,1,6,1.55
7,2,2,6,0.73
42,2,4,15,5
29,1,2,14,3.3
3,1,2,1,0.12
18,1,3,6,1.66
76,1,3,3,0.85
50,1,6,15,5
74,1,1,77,NA
24,1,4,3,0.59
60,1,3,6,2.47
80,1,2,6,1.7
73,1,3,6,1.97
3,1,3,14,3.92
1,1,3,15,5
49,2,4,12,NA
11,2,4,7,1.43
0,1,3,14,4.7
8,2,7,14,3.92
13,2,1,9,2.89
32,1,6,14,4.72
44,2,3,15,5
1,1,1,8,1.7
11,1,4,9,2.4
19,1,3,6,2.31
47,1,7,6,0.87
9,2,3,15,5
65,2,3,14,4.62
30,2,4,NA,NA
5,1,3,6,1.67
64,2,2,12,NA
23,1,4,77,NA
11,2,7,12,NA
20,2,6,6,1.35
0,1,1,6,0.87
9,1,3,7,1.49
6,1,3,15,3.74
0,1,3,10,3.28
27,1,6,NA,NA
60,1,6,NA,NA
3,1,3,8,1.7
47,2,3,99,NA
19,1,4,2,0.66
13,1,3,6,1.22
37,1,4,15,5
10,1,3,6,1.22
39,1,3,15,4.22
6,2,3,5,1.23
26,1,3,8,2.07
80,2,3,7,2.55
8,2,4,1,0.18
64,2,2,15,5
2,1,3,NA,NA
18,1,3,15,5
55,2,3,12,NA
7,2,2,4,0.65
58,1,3,NA,NA
29,2,4,1,0
49,2,4,10,4.07
4,2,7,15,5
0,1,4,9,1.82
13,1,3,9,1.82
18,2,1,15,5
71,2,3,14,4.56
3,1,4,2,0.2
0,1,7,NA,NA
54,2,6,15,3.48
80,2,4,4,1.28
0,1,3,10,2.79
10,1,3,15,5
11,2,1,7,1.59
69,1,6,15,5
15,2,4,15,3.4
63,1,4,15,5
67,2,2,3,1.16
63,1,3,12,NA
57,2,7,8,2.03
58,1,6,12,NA
11,1,3,15,5
29,1,4,10,3.29
1,1,3,1,0.15
45,1,3,9,1.77
62,1,2,3,0.56
78,2,3,9,3.4
34,1,4,6,2.53
64,2,4,8,3.14
7,1,4,15,4.86
0,1,3,14,2.85
62,1,3,6,1.68
45,2,6,14,4.33
12,1,3,9,2.89
10,2,4,9,1.62
2,1,2,10,2.29
37,1,2,8,1.79
6,2,4,15,3.4
42,2,1,5,0.45
73,2,3,12,NA
0,2,3,8,0
18,2,6,8,2.03
70,2,4,2,0.31
0,2,3,8,2.73
6,2,3,9,1.82
9,1,1,7,1.29
43,2,3,4,0.79
41,1,3,15,5
14,2,3,15,5
80,1,3,8,2.92
10,2,2,6,1.1
56,1,1,15,5
76,2,3,6,1.34
32,1,7,15,4.78
16,2,1,8,1.87
80,2,1,4,0.72
14,1,1,15,3.85
25,1,3,15,5
22,1,2,99,NA
64,2,6,15,5
61,2,6,10,4.25
35,1,4,9,2.49
1,2,3,7,1.22
29,1,6,15,5
28,2,1,15,4.34
2,2,3,14,3.13
19,2,3,8,1.61
63,2,3,9,3.69
28,2,1,9,2.19
34,2,3,10,2.59
80,2,3,12,NA
32,2,3,10,2.59
30,2,3,9,3.45
69,2,4,6,2.22
24,2,6,15,5
57,1,6,15,5
7,2,7,14,2.87
67,2,1,4,0.78
65,1,3,4,1.45
80,1,3,9,1.81
0,1,3,8,2.26
24,2,4,5,0.68
80,1,3,6,1.6
27,2,6,15,4.81
14,1,3,15,5
0,1,7,15,5
29,1,3,6,1.79
74,1,4,3,1
32,1,6,15,2.66
54,2,3,3,0.91
40,2,1,15,4.93
1,2,3,15,5
62,2,1,99,NA
61,2,4,3,0.85
71,1,3,12,NA
30,2,4,2,0.29
64,1,1,5,1.35
44,2,6,12,1.97
4,1,3,7,1.05
62,1,2,77,0.25
40,1,4,15,3.34
41,2,4,9,5
14,1,3,7,1.96
78,1,1,14,3.29
5,1,3,9,1.82
52,2,3,NA,NA
61,1,2,15,4.93
9,1,6,14,4.76
80,2,4,3,1.15
29,2,4,9,2.89
58,2,3,14,5
14,1,6,4,0.58
16,2,3,10,2.21
10,2,3,6,1.47
18,1,6,12,0
6,1,6,14,3.92
16,2,3,8,1.8
0,1,7,10,2.36
47,1,1,9,2.39
75,2,6,12,NA
70,2,3,NA,NA
4,2,1,6,1.59
80,2,4,8,2.36
7,2,3,6,1.3
16,1,1,1,0.01
16,1,4,14,2.37
8,2,3,6,1.08
17,2,4,6,1.26
67,1,3,12,1.7
36,1,4,12,NA
31,1,4,15,4.47
80,2,3,15,4.88
57,1,3,4,1.4
27,2,6,9,1.5
3,1,4,5,0.74
13,1,6,13,NA
4,2,1,5,0.81
59,2,3,15,5
49,1,4,3,0.9
69,2,4,3,0.95
0,2,3,15,5
22,1,4,5,1.2
80,1,7,6,1.34
0,1,7,15,3.21
9,2,4,6,0.9
18,2,4,7,1.64
37,2,4,15,5
61,2,2,77,NA
15,1,4,4,0.87
4,2,3,3,0.54
6,1,6,12,NA
34,2,3,4,0.83
66,2,6,15,4.78
24,2,4,5,1.14
31,1,7,5,0.96
72,1,3,15,5
42,2,4,14,2.37
43,1,4,10,4
35,2,1,8,1.79
38,2,6,12,NA
6,2,1,99,NA
15,2,6,7,1.67
1,1,4,6,0.92
65,1,6,15,5
55,2,1,6,1.44
8,1,3,14,4.57
61,1,4,10,4.25
12,1,4,2,0.2
40,2,6,4,0.58
49,2,3,4,0.64
53,1,1,8,1.41
30,2,6,15,3.4
67,1,6,6,1.63
27,2,3,8,1.41
9,1,3,14,3.25
26,2,4,NA,NA
57,1,6,15,5
43,1,3,7,1.67
0,2,1,7,2.02
34,2,3,9,1.82
21,1,1,NA,NA
80,2,1,6,1.63
0,2,3,9,2.14
80,1,3,6,1.66
19,1,4,14,3.3
80,2,3,8,2.92
3,2,2,4,0.41
10,1,3,10,2.64
29,2,7,5,0.81
19,1,1,7,1.09
36,1,6,NA,NA
14,2,1,9,1.91
2,2,3,15,3.79
4,1,4,6,0.74
61,2,3,15,5
6,1,4,5,0.68
23,2,2,1,0.16
2,1,1,6,1
66,2,3,14,5
2,2,3,15,5
31,1,3,7,2.88
9,2,3,15,5
11,1,7,15,5
5,1,4,4,0.78
56,1,4,3,0.81
46,2,3,2,0.44
54,2,4,NA,NA
80,2,3,5,1.42
59,1,2,15,5
80,2,3,3,1.18
74,2,3,7,2.97
33,1,3,15,5
7,1,6,8,1.99
11,2,4,5,0.6
3,2,3,3,0.3
41,1,1,10,2.89
7,1,6,15,4.58
45,2,1,10,1.91
80,2,3,5,1.89
36,2,2,NA,NA
29,1,3,12,NA
3,2,4,9,1.29
54,1,3,12,NA
33,1,3,14,5
48,1,6,12,NA
35,2,6,14,3.86
37,1,4,1,0.34
3,1,6,14,4.41
1,1,7,1,0.2
76,2,2,6,1.54
61,1,1,99,NA
1,1,7,15,5
77,1,6,99,NA
74,1,6,15,5
19,2,7,8,2.45
4,2,3,4,0.87
25,2,3,6,0.91
52,2,4,6,0.66
4,2,7,6,1.2
5,1,3,14,3.67
8,2,4,77,NA
7,1,3,15,3.85
30,2,3,14,1.93
41,2,3,14,4.09
73,1,3,8,2.77
14,1,4,5,0.88
4,1,7,15,5
31,1,3,4,1.17
76,2,3,15,5
80,1,3,NA,NA
64,2,3,6,1.66
9,2,6,6,1.06
14,2,6,7,1.79
68,1,3,6,1.61
40,2,4,12,NA
15,1,1,4,0.76
80,2,3,7,2.88
62,1,1,6,2.2
42,2,3,3,0.69
0,2,7,77,NA
78,2,6,NA,NA
40,1,6,4,0.56
60,1,1,6,2
2,2,7,15,4.08
56,2,1,12,NA
65,1,4,NA,NA
80,2,3,5,1.84
45,2,3,7,2.43
24,2,3,NA,NA
16,1,4,6,1.44
29,1,3,6,1.22
37,2,3,6,0.76
15,1,1,15,5
14,1,7,6,1.34
6,2,7,7,1.43
62,1,4,7,3.57
55,1,6,6,1.52
7,1,1,8,1.31
1,1,7,14,2.87
46,2,1,6,1.1
6,2,3,15,5
69,1,4,4,0.8
0,1,1,4,0.73
4,2,1,7,1.46
43,2,3,7,1.08
70,2,2,NA,NA
17,2,7,15,4.85
14,2,7,10,2.81
55,1,3,7,2.22
2,2,3,15,5
5,2,2,4,0.65
55,2,1,15,5
28,2,2,7,0.85
18,2,1,NA,NA
0,2,3,14,3.02
62,1,1,1,0.25
71,2,1,13,NA
48,1,4,7,1.92
69,2,4,15,5
13,1,4,7,1.74
15,2,3,14,2.85
47,1,3,15,5
0,1,2,14,2.52
49,1,1,5,1.73
1,1,4,5,0.65
2,2,4,4,1.03
6,2,3,3,0.33
15,2,1,5,0.68
11,2,3,14,4.41
11,2,3,15,5
32,2,2,14,5
10,1,3,14,3.06
43,1,3,12,4.68
12,1,7,15,5
2,2,1,8,1.27
0,1,4,4,0.78
0,2,3,10,2.21
60,2,6,15,5
28,1,4,9,2.62
1,1,3,12,NA
69,1,4,15,5
80,1,3,6,1.82
19,2,2,NA,NA
1,2,1,6,1.22
27,1,1,3,0.58
50,1,4,14,4.62
35,1,3,15,5
60,1,3,7,1.98
80,2,3,14,4.56
1,1,3,14,2.58
46,1,7,77,NA
39,2,3,15,4.07
58,1,3,6,1.85
17,1,4,7,1.14
74,1,2,10,4
18,2,3,1,0
15,1,4,12,NA
37,2,6,9,1.32
51,2,3,5,1.46
47,1,2,14,2.92
9,2,1,6,1.15
33,2,1,9,3.65
6,2,7,5,1.2
50,1,4,12,NA
17,1,6,9,1.94
26,2,3,8,3.87
52,1,4,7,2.9
14,2,6,14,2.15
26,1,4,9,2.07
11,2,3,14,3.05
61,2,1,10,2.95
52,2,4,12,NA
10,2,3,14,2.28
61,2,2,4,0.92
16,2,2,NA,NA
1,1,3,6,0.95
8,1,4,15,5
3,1,1,3,0.36
10,2,2,15,5
80,2,6,3,1.16
0,1,3,7,1.96
44,2,7,6,1.02
0,2,7,15,5
0,1,3,6,1.22
32,1,6,12,NA
53,2,4,14,4.65
35,1,6,10,2.79
80,1,3,NA,1.2
1,2,4,6,1.02
11,2,1,15,3.47
6,1,4,9,2.89
7,2,1,7,1.52
11,1,3,5,0.96
80,1,3,14,5
47,1,3,12,NA
17,1,6,5,0.89
59,2,6,9,2.24
2,2,1,5,0.74
19,2,4,NA,NA
25,2,4,8,2.77
71,1,3,10,3.43
73,1,3,14,4.93
52,2,4,8,2.2
16,1,3,9,1.67
6,1,1,3,0.41
59,1,3,12,0.75
8,2,2,3,0.51
72,1,3,14,4.62
1,1,1,14,2.72
41,2,2,NA,NA
49,1,4,13,NA
15,1,2,10,2.02
76,1,7,14,3.04
62,2,4,4,1.35
50,1,6,15,5
55,1,2,77,NA
8,1,7,12,NA
52,2,3,15,5
3,1,4,4,0.52
7,1,4,6,0.96
18,2,3,15,5
70,2,3,14,5
8,2,3,10,1.75
31,2,6,15,4.93
5,1,4,99,NA
11,1,1,6,0.81
10,2,3,6,0.92
38,2,3,6,1.27
24,2,6,15,5
2,1,7,8,2.41
61,2,4,12,NA
64,1,3,12,NA
71,1,4,NA,NA
10,1,2,4,0.73
5,1,4,1,0.1
42,2,4,4,0.73
52,2,4,9,1.82
10,1,3,15,5
23,2,1,15,4.34
12,1,1,77,NA
10,2,3,6,1.7
28,2,7,14,3.38
64,1,6,8,1.54
48,2,3,9,2.44
68,2,4,15,5
29,1,1,5,0.81
34,2,4,2,0.2
79,2,3,7,2.43
14,2,7,6,1.47
1,1,6,12,NA
1,2,4,14,2.36
35,1,1,14,3.05
73,2,3,9,3.65
47,2,1,NA,NA
13,2,7,6,0.92
9,1,1,77,NA
14,2,6,15,5
25,1,4,2,0.31
38,1,7,NA,NA
63,2,3,14,5
10,1,6,15,5
40,1,3,2,0.39
3,2,4,2,0.18
48,2,4,NA,NA
2,2,3,14,2.64
29,2,3,5,0.8
31,2,3,7,1.6
61,1,3,5,1.89
17,1,1,6,0.55
55,2,4,15,5
12,2,1,9,2.43
30,2,6,NA,NA
0,2,1,8,1.7
16,1,4,15,4.17
64,2,6,10,2.38
34,2,3,2,0.52
36,1,2,6,1.15
62,1,6,14,4.56
1,2,3,6,1.01
41,2,4,6,1.57
6,2,3,15,4.25
54,1,3,5,1.71
80,1,3,4,1.32
13,2,3,3,0.35
71,1,3,3,0.83
9,2,7,9,2.15
31,2,4,10,1.18
80,1,3,8,4.04
22,1,6,6,1.54
7,2,4,1,0
80,1,3,10,5
5,1,3,14,3.96
16,2,4,15,5
36,2,1,15,3.32
38,2,1,14,2.92
18,1,3,14,3.19
68,2,6,5,1.23
57,2,4,15,5
53,2,6,15,5
3,1,4,6,0.79
21,1,4,6,0.96
33,1,4,5,1.7
16,1,7,15,5
71,1,3,8,1.83
1,2,3,9,2.33
37,1,4,10,3.95
10,1,2,5,0.68
37,1,3,15,5
6,1,4,5,1.22
80,2,4,4,1.1
6,2,6,15,4.08
80,1,3,5,1.65
69,1,3,6,1.67
20,1,4,1,0.08
63,2,4,77,NA
70,1,7,5,1.66
62,2,3,15,5
42,2,3,2,0.58
19,1,2,1,0.05
20,1,2,99,NA
7,2,4,7,0.94
17,2,1,7,1.36
63,2,4,3,1
12,1,7,15,5
40,1,6,15,4.08
10,2,1,77,NA
69,1,1,7,1.96
54,2,1,15,5
61,1,3,15,5
15,2,2,13,NA
5,1,2,3,0.34
8,1,6,15,5
11,1,1,7,1.29
65,2,4,99,NA
80,2,3,NA,NA
47,1,4,14,3.85
80,2,3,14,4.21
38,2,2,10,3.42
24,2,3,3,0.61
12,2,1,15,2.63
16,1,4,7,2.11
10,2,1,8,2.41
54,1,6,15,5
10,1,3,7,1.34
41,1,4,15,5
22,1,1,10,2.38
27,1,6,15,3.82
14,1,4,7,1.24
71,2,3,7,1.78
13,2,3,7,1.46
4,1,1,3,0.48
19,2,3,7,1.71
2,1,3,14,2.82
10,2,3,9,2.28
18,2,7,14,4.6
67,2,4,7,2.46
80,1,6,3,0.83
70,2,7,8,3.04
5,1,4,8,2.03
25,2,6,99,0.66
79,2,3,4,1.17
14,1,6,15,4.9
12,1,6,14,4.69
27,2,3,15,5
62,1,6,NA,NA
63,2,3,6,2.74
80,2,4,4,0.91
80,1,4,77,NA
9,1,2,NA,NA
28,1,4,6,1.2
18,1,6,10,2.59
25,2,3,12,NA
80,2,3,6,2.47
8,2,1,7,1.36
69,2,4,3,0.74
1,1,7,8,2.35
71,1,3,6,1.52
4,1,6,15,3.94
21,2,4,4,1.2
36,1,4,9,3.39
32,2,4,5,0.6
62,2,1,6,1.63
3,1,6,15,3.94
19,2,4,5,0.74
22,1,3,5,1.1
22,2,4,8,1.99
21,2,3,4,1.19
59,2,3,4,0.65
25,2,2,12,NA
13,1,7,6,1.22
32,1,3,9,2.64
24,2,4,10,2.06
12,2,1,4,0.49
15,2,7,8,2.2
6,1,3,15,5
52,1,6,15,3.04
7,1,4,15,5
63,2,1,7,2.16
5,2,2,7,2.59
36,1,4,5,0.65
80,1,4,6,2.2
24,1,2,99,NA
12,2,6,15,5
27,2,1,1,0
54,2,6,9,2.89
71,1,1,15,5
66,2,3,1,0.04
7,1,7,10,2.64
14,2,3,5,0.7
0,1,4,7,1.26
3,2,3,15,2.89
14,2,1,77,NA
41,1,6,15,5
38,2,2,99,NA
47,1,7,8,4.12
2,2,6,15,5
65,2,2,1,0.38
35,1,4,10,2.43
22,1,1,12,NA
2,1,3,6,1.02
12,2,7,1,0
3,2,2,3,0.34
27,1,6,15,5
80,1,3,10,4.31
60,1,7,8,2.06
16,2,4,9,1.91
26,2,3,4,0.61
13,2,6,15,5
21,1,7,1,0.21
12,2,6,15,4.31
0,2,1,9,1.82
7,1,2,NA,NA
55,2,4,8,2.77
24,1,3,15,5
61,2,3,7,1.88
0,2,1,14,3.19
18,2,1,5,0.8
25,2,7,15,5
48,1,3,14,1.81
46,2,4,9,2.65
2,1,1,4,0.47
74,2,3,3,0.77
12,1,2,3,0.33
56,2,2,3,0.59
