RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
22,1,4,8,2.25
33,2,1,7,2.23
55,1,3,4,0.72
64,2,6,6,0.87
36,1,4,13,NA
16,2,4,15,3.81
6,2,3,15,5
53,2,4,6,1.64
10,2,1,4,0.92
12,1,4,3,0.31
14,1,4,14,3.79
8,1,7,14,4.55
50,2,6,5,1.06
7,1,4,14,2.81
2,1,7,6,1.05
11,1,4,6,1.12
53,1,1,3,0.45
5,1,4,2,0.39
11,1,1,14,2.69
33,1,4,7,1.27
31,1,3,5,0.43
45,2,3,8,3.05
21,2,3,3,0.26
8,2,4,15,5
0,2,3,6,1.13
50,1,3,15,5
7,1,4,14,3.89
10,2,3,6,1.06
62,2,3,6,1.81
64,1,4,5,1.27
19,2,4,3,0.76
0,1,3,2,0.25
18,1,2,8,1.65
0,1,3,5,0.73
18,2,3,9,2.82
78,2,6,99,NA
6,2,1,7,1.27
51,2,4,10,2.94
59,2,3,14,5
13,2,4,3,0.51
39,2,1,10,1.94
12,2,1,15,5
17,2,4,2,0.51
45,2,3,5,1.16
13,1,4,7,0.98
12,2,1,7,1.25
80,2,3,15,5
69,2,6,77,NA
2,2,2,4,0.54
5,2,4,7,1.47
38,1,3,15,4.67
12,2,1,8,1.61
14,1,4,4,0.67
59,2,7,15,4.28
5,1,1,6,2.19
1,2,3,14,3.18
28,1,4,6,0.69
36,1,3,6,1
18,1,6,12,NA
24,2,2,2,0.47
51,2,3,77,NA
12,1,2,14,2.19
11,1,6,14,4.03
80,2,3,13,NA
0,2,2,2,0.35
9,1,4,8,1.31
3,2,3,2,0.31
2,1,6,9,2.78
50,2,3,2,0.73
13,2,7,6,0.9
25,2,3,3,0.51
62,2,4,5,0.76
13,1,1,2,0.29
45,2,3,14,3.14
26,1,3,15,5
1,1,1,9,2.78
1,1,4,5,0.56
4,2,4,1,0.02
45,2,3,15,5
67,1,3,5,1.25
28,2,3,15,5
16,1,1,8,1.61
47,1,3,15,5
0,2,3,14,3.56
8,1,7,15,5
27,2,1,2,0.24
12,1,3,6,0.71
66,2,3,15,5
21,1,3,14,5
16,1,3,15,3.13
48,1,1,99,NA
7,1,3,10,2.15
4,2,4,77,NA
51,2,3,3,0.84
8,2,2,14,3.84
47,1,3,15,5
10,1,1,6,1.27
80,2,3,NA,NA
2,2,3,10,2.22
38,2,1,2,0.48
20,1,4,5,1.16
31,2,3,10,2.36
2,2,1,4,0.82
1,2,6,15,5
5,2,3,12,NA
9,1,2,14,3.36
2,2,3,1,0
80,1,3,99,1.65
12,2,4,6,1.17
80,2,6,14,5
18,2,2,5,0.82
16,1,4,15,4.66
5,1,4,4,0.54
9,2,2,7,1.19
2,1,1,14,2.82
55,2,4,6,1.59
40,1,6,10,2.36
60,1,6,2,0.41
48,2,3,7,1.2
1,1,3,15,5
11,2,1,6,1.07
58,1,3,12,NA
40,1,3,7,1.09
53,2,1,14,5
9,2,1,5,0.73
66,2,4,6,1.7
11,2,4,5,0.56
8,1,4,1,0.02
50,1,1,15,5
1,2,4,1,0.04
36,1,3,15,4.19
5,2,4,8,2.56
2,1,2,7,1.51
14,2,1,99,NA
69,2,2,14,5
43,2,6,15,5
39,1,3,4,0.97
14,2,3,6,0.91
25,1,1,8,1.79
24,2,1,14,5
0,1,3,7,1.7
57,2,1,3,0.64
18,2,4,6,0.78
13,1,4,8,1.42
21,1,1,3,0.31
50,1,3,7,2.12
30,1,3,3,0.69
22,2,4,10,4.45
0,2,7,8,1.43
70,2,3,15,5
6,2,6,15,3.05
15,2,3,10,0
6,1,4,7,1.7
46,2,1,5,0.87
2,2,1,8,0.94
0,2,2,9,2.52
69,2,3,6,1.91
55,1,3,6,1.74
22,2,3,8,0.95
11,1,4,12,NA
48,2,3,4,0.72
44,1,3,15,5
0,1,3,13,NA
48,2,3,6,1.11
0,1,4,4,0.9
64,1,2,8,1.25
19,2,4,2,0.46
13,2,1,12,NA
12,1,6,12,NA
14,2,4,9,3.09
9,1,1,2,0.24
4,2,6,15,5
50,2,3,3,1.04
11,2,3,7,1.09
49,2,1,7,1.27
66,2,3,8,4.35
6,2,4,6,1.62
0,1,1,5,0.63
3,1,4,6,1.11
24,1,4,5,1.42
1,1,3,6,1.27
62,2,4,6,2.14
6,2,4,6,1.07
17,1,4,15,4.16
50,1,1,9,2.59
66,2,6,8,3.38
11,2,3,14,3.23
53,1,3,12,NA
32,1,7,NA,NA
57,2,4,10,2.94
14,1,4,7,1.45
20,1,6,99,NA
48,2,3,15,4.86
74,1,3,14,4.3
52,2,1,15,5
13,1,6,15,5
80,1,4,7,1.5
59,2,4,6,2.14
44,2,3,14,3.23
19,1,7,7,1.5
2,2,4,1,0.13
36,2,3,14,2.66
62,1,4,1,0.16
3,2,7,6,1.04
33,2,7,15,4.25
8,1,3,6,1.02
20,2,1,7,0.8
46,1,3,12,NA
0,2,3,9,2.87
80,1,3,6,2.18
48,2,2,10,3.02
14,2,6,14,4.03
1,1,1,6,0.56
3,1,4,6,1.26
76,2,2,3,0.51
7,1,4,1,0.07
63,2,4,14,0.87
61,1,3,15,5
15,1,1,77,NA
39,1,3,6,1.02
2,2,1,5,0.63
26,1,7,77,NA
3,1,7,8,1.81
0,2,3,9,2.31
10,2,4,2,0.36
22,1,1,5,0.82
1,1,7,77,NA
47,2,6,15,3.53
36,1,3,15,5
11,2,1,14,2.25
48,1,3,15,5
17,1,4,5,0.56
1,2,7,12,NA
20,2,6,15,4.61
80,2,3,7,2.15
80,2,3,5,0.73
14,1,3,8,1.91
33,1,1,13,NA
43,1,4,13,NA
63,2,1,6,1.28
64,1,1,77,NA
66,2,1,3,1.15
17,2,1,5,0.56
10,2,4,8,1.61
8,2,3,6,1.12
80,2,3,12,2.4
47,1,3,12,0.62
10,1,4,4,0.64
14,2,3,6,1.02
5,1,3,6,1.27
7,2,7,2,0.36
0,1,2,6,1.06
56,1,3,15,5
43,2,3,8,1.61
38,2,6,6,0.7
7,2,3,15,4.9
45,2,1,6,0.56
7,2,4,7,1.38
46,2,6,5,0.72
51,2,4,7,1.27
52,2,6,8,3.09
0,2,3,6,1.28
3,1,4,4,0.71
18,2,4,10,2.94
1,1,6,1,0.05
1,2,2,4,0.5
80,2,4,99,NA
69,2,3,9,3.87
60,1,3,14,5
63,1,4,3,1.03
47,1,6,14,4.77
2,2,1,14,2.69
53,1,4,8,0.88
54,1,4,7,1.77
52,2,3,5,1.02
11,2,3,15,5
54,2,3,4,0.92
0,2,6,15,3.17
10,1,7,15,5
27,1,2,14,3.09
3,2,3,10,2.58
12,2,4,10,3.33
6,1,4,15,5
42,2,3,15,4.3
10,2,3,5,1.27
23,1,4,NA,NA
56,2,4,2,0.62
80,2,3,8,2.9
23,1,3,12,1.71
14,2,4,6,1.18
19,2,1,14,3.82
3,2,4,3,0.51
7,1,1,5,1.42
3,1,6,8,2.1
2,2,4,2,0.34
6,1,1,6,1.07
16,1,4,14,4.11
15,2,4,6,1.27
54,2,4,1,0.07
17,2,1,2,0.3
60,2,2,14,3.22
13,2,1,5,0.96
2,2,2,13,NA
38,2,3,5,1.07
15,1,1,12,NA
59,1,3,77,NA
15,1,4,6,0.9
16,1,6,7,1.47
1,1,2,5,0.73
5,2,1,15,5
5,1,3,15,5
7,1,3,15,5
53,2,3,7,0.93
55,2,2,7,2.63
66,2,3,14,5
6,2,3,6,1.22
32,1,4,15,5
60,2,3,15,5
0,1,3,7,1.13
34,1,7,7,3.05
39,2,1,77,NA
76,1,3,15,5
44,2,4,15,5
7,2,1,3,0.36
72,1,7,4,1.46
14,1,3,2,0.25
74,2,1,3,0.93
33,1,6,6,1.27
8,2,1,7,1.5
7,2,3,7,1.27
7,2,3,7,1.43
38,2,6,15,5
72,1,3,10,3.58
11,2,1,4,0.57
50,2,4,3,0.51
14,2,7,6,1.52
6,2,7,2,0.36
66,2,1,77,NA
12,1,4,15,4.25
63,1,3,15,5
19,1,3,4,0.77
26,1,1,13,1.31
11,1,1,5,0.63
16,1,3,15,5
39,2,3,9,2.82
62,2,3,14,3.09
76,2,3,5,0.87
2,2,3,3,0.43
47,1,3,6,0.7
48,2,4,5,1.29
1,1,4,5,0.67
9,2,4,7,1.68
1,1,1,13,NA
44,2,4,14,4.55
25,1,2,8,2.3
46,1,6,15,5
15,1,7,15,5
15,2,2,8,2.53
16,1,6,15,5
55,2,7,3,0.42
26,2,3,15,3.86
55,1,3,15,5
2,2,7,7,0.97
8,2,3,10,2.03
80,1,3,10,4.45
20,1,3,15,1.74
5,1,4,3,0.46
32,1,6,7,2.23
80,1,3,7,2.05
36,1,6,5,0.84
47,2,6,15,4.25
2,2,7,8,1.43
0,2,4,1,0.03
80,1,3,3,1.03
64,2,4,14,3.3
15,1,1,10,2.94
2,1,4,10,2.19
44,1,2,77,NA
4,1,2,9,1.97
35,1,4,9,5
47,1,6,15,5
32,2,3,3,0.51
6,1,7,14,3.37
59,1,4,15,5
45,1,3,15,3.63
80,2,3,6,2.61
6,1,1,8,1.14
34,2,6,15,5
24,1,3,14,2.87
12,1,4,8,1.29
33,2,3,3,0.63
7,1,3,1,0.11
56,1,3,14,5
30,2,1,4,0.47
15,2,4,7,2.58
44,1,6,1,0.02
34,2,3,1,0.09
16,2,4,5,1.27
11,1,6,15,5
15,2,6,15,5
1,1,6,14,3.4
8,1,4,8,2.46
49,1,4,15,5
42,1,6,15,5
4,1,3,15,5
39,2,4,6,1.04
71,2,3,14,4.84
19,1,3,5,1.03
10,2,6,6,1.52
7,2,3,15,4.19
19,2,4,8,1.29
34,2,3,14,5
42,1,3,10,3.1
56,1,4,14,5
80,2,3,9,4.71
68,1,3,8,3.22
64,1,3,6,1.59
47,2,3,8,3.22
54,1,3,12,NA
0,2,4,8,1.42
42,2,3,10,2.6
10,1,2,3,0.31
14,1,2,7,1.58
11,2,4,7,0.98
0,2,3,15,5
11,2,2,3,0.36
45,1,1,6,1.07
17,2,4,13,NA
0,2,3,3,0.35
42,2,3,14,5
76,1,4,4,0.78
34,1,6,7,3.48
43,1,4,6,1.44
9,1,2,6,1.16
19,2,6,15,5
64,2,4,3,0.71
4,1,7,4,0.64
59,2,3,9,5
8,1,1,3,0.44
2,1,4,13,NA
8,1,6,15,4.61
18,1,4,4,0.71
11,1,4,10,2.97
40,2,7,14,4.55
35,2,4,7,1.45
59,1,6,15,5
41,1,3,7,1.49
79,2,1,10,3.33
2,2,6,14,3.05
57,2,4,13,NA
11,1,2,2,0.35
62,2,4,8,0.23
64,2,3,15,5
10,1,7,15,5
11,2,3,2,0.41
0,2,2,5,0.79
4,2,3,15,4.84
11,1,3,6,0.83
23,1,4,9,2.61
69,1,1,4,1.57
7,2,4,2,0.29
32,2,6,15,5
9,1,3,2,0.33
65,1,6,5,2.09
9,1,4,77,NA
18,2,6,2,0.17
7,2,1,5,1.18
37,1,6,15,4.19
55,1,3,9,4.04
40,2,4,4,1.14
72,1,3,1,0.12
8,2,4,5,0.72
54,1,3,6,1.44
54,1,3,3,0.51
9,2,6,9,2.52
5,1,1,2,0
39,2,4,2,0.25
44,1,3,6,2.14
65,2,6,15,5
69,2,3,14,5
27,2,4,8,1.91
14,1,1,7,0.76
8,2,3,4,0.54
18,2,6,13,0
7,2,1,77,NA
0,1,4,15,5
2,2,2,4,0.72
79,2,4,6,2.57
63,1,1,12,1.05
3,2,3,5,0.87
14,2,3,77,NA
17,2,3,10,2.15
29,2,6,9,2.78
54,1,3,4,1
15,1,4,5,0.72
2,2,7,15,5
0,2,1,4,0.81
3,2,2,14,2.85
7,1,3,3,0.51
58,1,3,5,1.71
63,2,4,2,0.52
0,2,3,4,0.4
6,2,4,10,2.94
0,2,3,12,NA
15,1,4,15,3.24
23,2,3,5,1.23
9,1,6,14,3.35
22,1,7,5,0.73
43,1,3,10,3.46
15,1,1,14,2.1
26,1,4,NA,NA
8,2,6,8,1.81
44,1,2,8,1.42
21,1,4,1,0.1
20,1,3,2,0.35
80,2,3,5,1.27
20,2,6,14,3.22
7,1,7,8,1.58
80,1,3,15,5
61,2,6,NA,NA
80,2,3,3,1.2
16,2,3,6,1.11
1,2,4,8,1.29
4,2,1,2,0.3
28,1,1,8,0.94
29,1,4,3,0.32
24,1,3,5,0.73
15,2,6,15,3.53
13,2,3,13,NA
75,1,3,6,2.44
25,2,6,14,5
5,2,1,2,0.28
3,1,7,8,1.99
70,1,3,4,1.08
22,1,6,14,3.35
68,2,4,8,1.31
16,2,1,6,0.76
8,1,4,6,1.2
80,2,3,7,2.8
29,2,6,14,3.4
13,2,3,6,0
80,1,3,3,0.81
13,1,3,7,0.88
75,1,4,5,1.02
19,1,3,7,1.51
42,2,3,6,1.06
21,1,6,NA,NA
24,2,4,4,0.54
15,1,1,3,0.61
74,2,4,8,1.56
11,2,3,7,2.02
72,2,1,13,NA
15,2,1,8,1.14
8,1,6,15,5
72,1,4,15,5
80,1,2,4,1.21
6,2,1,15,4.35
48,1,3,1,0.12
25,2,3,10,2.13
17,2,7,6,1.72
3,2,1,7,1.68
46,2,4,14,3.45
59,1,6,4,1
26,1,3,10,4.2
0,2,4,6,1.06
39,2,1,2,0.29
11,2,3,15,5
74,1,4,6,1.91
14,1,4,8,2.58
1,1,3,15,5
2,1,3,6,1.09
67,1,3,8,3.18
9,2,1,14,2.1
3,1,6,5,1.06
10,2,4,4,0.54
4,1,4,3,0.31
14,2,4,3,0.45
25,1,2,5,1.03
11,1,7,4,0.91
7,1,4,15,5
80,2,2,5,1.07
64,1,3,4,0.85
53,2,1,77,NA
34,1,1,7,1.47
24,1,3,9,5
43,2,3,5,1.02
55,1,3,5,1.89
32,1,3,15,4.67
28,2,3,7,1.63
44,1,1,14,3.82
66,1,2,9,3.69
30,1,4,4,0.54
50,1,6,NA,NA
74,2,4,3,1.03
77,2,3,14,5
34,1,3,6,2.35
22,2,7,9,1.99
14,2,3,8,1.92
73,1,3,15,4.48
80,1,3,5,1.34
62,1,3,15,5
54,2,2,12,NA
41,1,3,15,5
62,2,1,15,5
9,2,4,5,0.63
54,1,2,6,0.87
80,2,3,5,1.89
29,2,1,6,1.02
30,1,2,12,NA
10,2,1,8,1.81
18,2,4,7,1.27
6,2,3,7,1.07
80,2,3,13,NA
1,2,3,10,2.93
40,1,1,77,NA
51,2,1,12,NA
7,2,1,77,NA
66,1,6,7,2.05
40,1,2,9,2.78
4,1,4,14,2.66
61,1,3,15,5
10,1,7,1,0
46,2,3,7,1.08
4,1,6,8,1.22
0,2,4,5,0.13
1,1,1,9,2.15
25,1,3,7,3
11,2,1,2,0.21
2,1,3,7,2.12
3,1,4,12,NA
53,2,3,15,5
52,1,3,4,1.06
41,2,6,14,4.35
53,1,3,15,5
10,1,4,6,0.78
53,2,6,15,5
6,1,3,8,1.29
69,2,3,4,1.23
54,1,4,5,0.57
9,1,4,15,4.16
61,1,3,12,NA
46,2,4,15,4.69
5,1,7,4,0.59
5,2,2,2,0.37
6,1,2,NA,NA
43,2,4,8,1.89
36,1,6,14,4.77
31,2,2,2,0.36
13,1,2,7,1.52
30,2,4,2,0.41
8,1,4,5,1.02
53,1,4,14,3.45
2,1,3,3,0.36
62,2,1,5,1.91
9,2,4,4,0.61
27,2,6,14,3.77
74,2,3,15,5
0,2,4,10,2.98
1,2,3,6,0.93
27,2,4,6,2.57
43,1,2,14,3.48
19,2,3,10,2.13
76,2,4,15,5
23,2,3,14,5
1,2,3,7,2.02
47,1,1,7,1.38
17,2,2,2,0.54
7,1,1,9,1.45
9,1,6,15,5
18,2,4,14,3.37
56,1,6,14,5
24,2,4,6,1.59
61,1,3,4,1.08
41,2,2,14,3.84
64,1,4,14,4.04
28,2,2,4,1.29
6,1,4,7,1.7
7,1,6,14,3.35
41,2,3,5,0.91
64,2,3,6,2.52
42,1,2,77,NA
34,2,1,10,4.51
24,1,3,12,5
0,2,3,14,2.94
44,2,6,15,4.35
1,2,4,9,2.38
9,1,7,14,3.08
16,1,1,6,0.7
23,1,3,77,NA
17,2,3,15,4.3
31,2,6,8,1.4
63,2,3,15,5
0,1,3,1,0.05
0,2,3,6,1.09
2,1,7,5,0.73
10,1,3,9,2.15
59,1,2,14,2.69
0,2,1,77,NA
0,2,1,5,0.7
74,1,3,4,0.86
49,2,3,15,5
21,1,3,8,1.61
23,1,1,8,1.14
33,2,3,15,5
5,1,1,99,NA
71,2,2,8,4.2
21,2,4,6,1.07
56,1,4,14,5
11,1,4,15,3.72
11,2,6,15,5
17,1,2,6,0.89
10,2,1,12,NA
80,1,3,8,4.35
27,1,3,15,3.89
61,1,3,14,3.1
3,2,1,3,0.76
5,1,4,8,1.36
63,1,4,3,0.86
51,2,1,5,1.01
14,1,1,14,3.4
8,2,2,6,1.72
55,2,1,8,2.69
12,1,1,4,0.47
39,2,3,10,4.26
54,1,3,15,5
39,2,3,10,0.04
14,1,4,14,3.45
1,2,6,9,2.15
61,2,3,10,4.13
69,2,4,6,1.91
3,1,1,7,1.16
13,2,4,5,0.72
25,2,3,9,2.82
8,1,1,4,0.81
5,1,6,15,3.53
66,1,4,10,3.58
14,1,1,4,0.54
14,2,4,14,2.53
52,2,1,4,0.8
57,1,4,1,0.19
0,1,4,3,0
2,1,4,5,1.12
37,1,1,10,2.36
51,1,1,77,NA
2,1,1,6,0.79
0,1,4,77,NA
28,1,3,4,1
57,1,6,12,NA
27,1,1,10,3.58
4,1,1,6,0.76
10,1,4,8,1.56
66,1,4,3,0.86
72,1,4,4,1.26
0,2,2,6,1.27
69,2,3,12,NA
60,1,3,14,5
75,2,3,7,3.48
3,1,3,1,0
17,1,6,9,2.52
9,1,3,15,5
33,2,3,6,0.91
67,1,3,15,5
25,2,1,3,0.72
21,2,1,12,NA
14,1,3,7,1.13
9,1,1,4,0.57
8,2,3,NA,NA
49,2,3,14,5
17,2,4,7,1.45
15,2,4,7,0.98
4,1,4,10,2.94
21,1,1,15,5
15,1,3,NA,NA
20,2,1,4,0.82
17,2,4,1,0.07
44,2,4,15,5
13,1,3,14,3.23
49,2,1,5,0.74
57,1,3,8,4.35
58,1,3,2,0.52
48,1,6,15,4.25
11,1,3,9,2.52
20,1,6,14,3.14
58,2,3,2,0.65
39,2,3,9,2.18
48,1,3,15,4.72
1,2,3,2,0.29
37,2,3,15,4.19
36,1,1,6,1.34
21,1,6,9,3.03
20,2,4,6,0.9
13,1,1,3,0.32
21,2,1,7,0.8
42,2,2,14,2.9
36,2,1,7,1.79
19,2,4,5,0.13
50,2,3,9,5
6,2,7,15,3.17
74,2,3,13,NA
66,2,3,7,1.08
26,1,1,14,3.5
0,1,7,5,0.77
37,2,4,9,1.72
62,2,2,13,NA
14,1,7,4,0.57
38,2,3,NA,NA
21,2,6,3,0.56
29,2,4,8,1.36
80,2,1,4,1.03
80,2,3,4,1.57
13,2,4,4,0.77
58,2,4,3,0.76
22,1,1,6,1.59
50,2,3,6,1.61
37,1,3,14,3.14
5,1,1,6,0.84
9,1,1,14,2.82
8,1,1,4,0.54
66,1,4,8,3.18
51,2,6,NA,NA
6,1,1,10,3.33
9,1,3,7,0.88
28,1,1,14,3.5
29,2,4,NA,NA
45,2,3,3,1.22
5,2,1,15,3.48
14,1,2,4,0.76
57,1,6,15,5
68,2,1,2,0.27
67,2,1,3,0.84
7,2,4,15,2.49
8,1,2,6,0.89
47,1,4,9,4.96
1,2,3,5,0.72
16,1,2,3,0.61
60,1,1,7,2.26
12,2,7,7,1.49
74,2,3,4,1.57
3,1,3,3,0.55
12,1,1,4,0.42
52,2,4,10,2.51
31,1,3,NA,NA
14,2,1,12,NA
16,1,3,12,NA
32,1,2,9,5
13,2,6,2,0.26
45,1,6,15,5
38,1,1,7,1.58
69,2,6,6,0.87
34,2,1,13,NA
26,2,3,2,0.18
21,1,6,7,1.47
35,1,4,4,0.05
3,2,4,6,1.28
62,2,1,15,5
0,2,2,10,3.28
10,1,2,10,2.97
61,1,1,9,3.87
14,1,1,8,1.34
3,2,3,15,4.25
3,1,3,10,1.53
11,1,3,6,1.02
0,2,6,5,1.01
64,1,3,12,2.06
17,2,2,12,NA
80,2,3,15,5
56,1,3,4,0.95
38,2,6,12,NA
61,2,3,14,5
55,2,4,12,NA
7,2,4,3,0.31
1,2,3,8,1.86
30,1,3,4,1.31
2,1,3,14,3.77
13,1,1,7,1.47
36,1,1,15,4.53
52,2,4,6,0.69
59,2,4,15,4.16
8,2,3,6,1.38
9,1,3,7,2.02
21,2,2,8,1.42
60,2,4,3,0.76
5,2,2,77,NA
1,1,4,3,0.51
70,2,3,10,4.45
9,2,2,10,2.19
59,2,1,6,1.27
72,2,4,8,2.3
3,2,6,4,0.91
10,1,1,77,NA
13,1,4,7,1.45
60,2,4,5,0.86
35,2,3,6,1.26
70,2,3,15,5
16,2,4,15,2.49
15,1,4,8,1.44
22,2,3,5,0.97
49,2,3,15,4.35
1,1,1,8,1.93
43,2,2,2,0.34
69,1,6,77,NA
6,1,4,5,0.55
20,1,6,15,5
28,1,1,8,3.18
18,2,2,5,0.54
11,1,3,14,2.87
13,2,1,6,1.28
1,1,6,15,5
4,1,1,6,1.07
40,1,4,8,1.44
49,2,4,4,1.06
29,1,3,4,0.48
1,2,3,5,0.8
12,2,3,15,3.48
8,1,4,14,2.69
15,1,4,4,0.78
59,2,4,9,2.87
4,1,6,8,1.56
44,2,2,15,5
54,2,3,9,3.55
31,2,4,2,0.39
12,2,2,5,0.72
37,1,4,15,5
46,2,3,12,0.63
10,1,1,10,2.36
64,1,6,15,5
27,2,1,8,3.18
11,1,6,9,3.07
1,1,1,5,0.84
6,2,3,NA,NA
60,1,4,4,1.11
17,2,4,12,NA
6,2,6,7,1.14
10,2,4,6,1.06
10,1,2,14,2.19
41,2,3,5,1.01
15,2,3,7,2.23
40,2,4,7,3.48
29,1,6,9,3.5
23,1,1,77,NA
33,2,3,9,2.52
62,2,4,1,0.19
41,1,3,8,1.92
20,2,3,15,4.3
57,2,2,2,0.3
58,1,4,5,1.06
34,1,1,7,1.38
70,2,4,4,0.54
18,1,3,14,5
0,1,3,1,0.06
9,1,2,99,NA
74,2,1,6,1.07
80,2,3,3,0.64
10,2,3,9,2.34
22,1,3,15,5
62,2,1,4,0.71
68,1,2,4,0.86
2,2,3,15,5
59,2,3,8,4.09
3,1,4,13,NA
24,1,1,3,0.47
50,2,3,15,5
44,2,4,6,1.93
14,2,2,4,0.58
5,2,4,1,0.13
30,2,2,9,3.5
35,1,3,15,5
12,1,1,14,2.66
11,1,3,14,2.22
12,2,6,2,0.26
54,1,6,15,5
12,1,2,12,2.33
2,1,1,3,0.72
80,2,3,4,1.54
0,1,7,14,2.87
2,1,7,6,1.64
6,1,1,9,2.34
32,1,3,5,0.7
15,1,4,14,3.18
55,2,6,4,1.46
66,1,1,8,1.63
24,1,3,15,0.86
33,1,3,10,2.93
0,1,3,6,1.27
10,1,3,6,1.93
11,2,1,8,0.94
59,1,3,2,0.69
8,1,2,1,0.1
15,1,1,5,0.85
56,1,4,8,0.61
18,1,4,14,5
19,1,6,15,3.53
0,1,3,14,2.24
20,2,1,6,0.68
47,1,2,14,2.19
20,1,3,15,1.48
5,2,4,7,1.8
11,2,3,7,0.88
37,1,2,10,2.97
36,2,6,2,0.26
72,2,3,4,1.31
44,2,6,7,1.82
2,2,7,14,3.22
18,1,6,14,3.18
80,2,6,9,3.08
69,1,2,2,0.72
70,1,3,15,5
47,1,3,15,5
11,2,3,5,0.63
19,1,1,15,5
55,1,3,3,0.61
41,2,3,15,5
5,2,3,12,NA
7,2,1,6,0.84
47,1,6,15,5
11,1,2,15,4.19
12,2,6,15,3.05
6,2,4,NA,NA
61,2,3,10,4.26
32,1,2,6,1.17
2,2,2,2,0.45
7,2,4,14,3.82
16,2,3,4,0.99
9,2,1,7,1.47
46,1,6,10,2.94
72,1,3,15,4.48
10,2,3,2,0.31
70,1,3,12,NA
15,2,3,15,5
19,2,3,6,1.27
80,1,3,4,1.29
41,1,3,12,NA
21,2,3,5,1.53
9,1,6,15,4.25
62,1,6,6,1.27
29,1,3,77,NA
66,1,3,5,1.71
65,1,3,15,5
6,1,1,77,NA
55,1,6,7,2.42
57,1,2,15,4.19
22,2,4,10,2.94
54,2,7,6,2.14
72,1,3,13,NA
50,2,3,15,5
58,1,3,15,5
28,2,1,14,2.87
12,2,4,15,3.24
42,1,3,7,1.68
2,2,3,9,2.15
8,2,4,15,5
79,1,1,5,1.29
14,2,4,6,1.16
47,2,3,14,4.61
9,1,1,7,1.16
22,2,3,6,1.52
9,1,1,5,0.7
3,1,1,5,0.67
15,1,1,12,NA
40,1,4,6,0.95
0,1,3,15,5
53,2,3,5,1.34
7,1,3,12,NA
32,2,3,14,3.27
75,1,3,12,NA
13,1,3,14,3.82
7,1,3,15,5
8,2,1,7,1.25
1,2,3,15,5
6,2,4,5,0.48
28,1,3,1,0.04
7,1,7,7,2.54
17,2,6,9,2.15
53,2,6,8,1.81
6,2,4,6,1.91
20,1,3,8,1.81
43,2,6,15,5
25,1,6,10,2.94
34,2,3,15,5
43,2,7,15,3.37
50,2,3,4,1.31
40,2,6,7,1.68
70,1,1,7,2.05
14,2,7,14,3.08
43,2,3,14,4.55
5,1,1,4,0.47
18,2,4,14,4.1
34,2,3,15,5
14,2,1,6,0.9
15,1,4,8,1.29
0,1,7,6,0.99
31,1,3,15,5
16,1,7,15,5
55,1,3,14,2.27
80,1,3,14,5
40,2,4,6,1.16
52,1,3,15,5
41,2,3,7,2.54
23,1,7,77,NA
0,2,1,8,1.58
16,2,3,15,5
59,1,1,8,2.56
7,2,1,2,0.29
6,2,4,12,NA
59,1,3,15,5
3,2,2,3,0.51
37,2,6,15,5
11,1,2,15,5
7,1,3,15,5
19,2,1,3,0.55
18,1,3,8,2.46
34,2,3,8,2.53
28,2,2,8,2.3
7,2,4,14,3.4
20,2,4,7,1.47
11,2,1,15,4.17
60,1,6,14,4.77
52,2,4,9,3.55
10,2,2,7,1.5
62,2,7,13,NA
4,2,4,6,1.05
5,2,4,1,0.07
12,1,1,14,2.5
1,1,6,15,5
0,2,3,10,2.81
27,1,4,8,1.89
40,2,2,9,2.18
57,2,3,8,3.48
21,2,4,3,0.72
9,1,3,15,3.17
57,1,3,8,2.43
14,1,4,6,1.04
4,1,3,15,4.19
1,1,3,9,2.56
12,2,1,6,0.88
56,1,3,3,1.03
13,2,6,8,1.81
25,2,1,7,1.5
54,1,3,15,5
48,2,3,3,0.71
3,2,3,5,0.67
40,1,3,15,5
12,1,1,12,NA
56,2,4,9,5
44,2,3,7,2.2
4,1,1,7,1.77
43,2,3,8,1.81
2,1,3,6,0.76
80,2,3,6,2.4
49,2,6,14,3.14
46,2,3,14,3.79
55,2,3,3,0.84
26,1,3,7,2
0,2,3,14,3.79
24,1,3,7,2.12
31,2,3,NA,NA
21,1,6,7,1.43
19,2,3,9,2.59
19,1,2,5,0.96
28,1,4,4,0.71
70,2,1,6,1.27
39,2,6,14,4.77
17,1,3,5,1.16
40,1,3,8,1.39
24,2,4,5,1.74
77,2,1,2,0.61
30,1,3,7,1.51
67,1,4,8,4.28
80,1,4,9,3.07
32,2,3,NA,NA
1,1,2,3,0.42
63,2,1,5,1.98
7,1,3,7,1.43
13,2,4,5,0.72
7,2,3,7,1.7
23,2,3,12,0.89
11,1,1,6,1.74
76,1,4,14,5
65,2,3,14,4.77
80,1,3,9,3.87
30,1,7,10,2.36
51,1,4,2,0.6
10,1,3,3,0.59
30,1,4,12,NA
31,2,3,15,5
23,2,4,9,0.77
7,2,4,10,2.63
18,1,6,7,1.43
41,1,2,15,5
53,2,4,7,3.48
46,1,3,2,0
4,1,1,9,1.45
35,2,1,3,0.61
77,1,3,14,5
33,2,1,15,5
13,1,4,5,0.72
4,1,3,15,5
8,1,3,2,0.25
78,1,4,9,3.56
2,1,1,1,0.13
