RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
16,1,6,15,5
60,1,6,9,1.72
71,2,3,6,2.18
13,2,4,14,4.55
5,2,1,3,0.49
40,2,1,6,1.27
0,2,4,2,0.34
32,2,4,12,3
36,2,2,4,0.87
4,2,1,2,0.26
54,2,3,10,2.36
72,2,6,15,5
80,1,3,14,5
21,1,1,15,5
29,2,6,15,5
0,2,3,14,3.82
76,1,1,14,2.53
10,1,1,8,2.04
64,1,1,7,1.26
6,2,1,8,3.02
71,1,3,15,5
64,2,3,3,1.2
37,2,3,10,5
7,2,4,6,1.04
2,1,1,15,5
69,1,6,9,3.81
30,1,3,5,0.93
12,1,4,5,0.56
5,2,1,3,0.67
65,1,3,15,5
71,2,3,10,3.46
31,1,3,6,1.54
67,1,4,5,1.97
25,1,3,5,1.71
71,1,3,7,2.38
6,2,4,15,3.24
31,1,3,15,5
5,2,3,15,5
75,2,3,3,0.91
6,1,7,6,1.28
15,1,4,15,4.72
40,2,3,4,0.77
55,1,2,8,2.1
80,2,3,12,1.34
18,1,4,12,NA
32,1,4,6,1.29
9,1,1,10,3.58
80,1,3,8,3.92
34,2,3,4,1.22
48,1,3,15,5
0,2,1,5,1.23
6,1,3,15,5
61,1,4,12,NA
20,2,4,4,1.37
76,2,3,14,5
19,1,6,2,0.25
0,2,2,10,2.73
16,1,4,14,2.66
0,2,1,7,1.68
10,2,3,15,4.67
58,2,7,1,0.03
14,2,1,77,NA
32,2,3,2,0.77
36,2,3,15,5
31,2,7,7,1.34
11,2,4,14,2.97
68,1,1,5,1.23
32,2,2,4,0.82
59,1,6,9,2.52
1,1,3,2,0.33
16,2,2,15,5
30,2,4,15,5
79,1,3,8,3.1
2,1,6,15,5
31,1,3,6,1.52
29,1,2,1,0.06
32,1,3,3,1.01
0,2,1,6,0.63
3,1,3,9,2.22
67,1,4,15,5
40,2,4,15,5
51,1,3,15,5
9,2,3,14,2.66
5,2,6,4,0.92
57,2,4,5,1.42
3,1,6,10,2.94
32,1,4,14,3.4
4,1,3,1,0
18,1,1,8,2.61
69,2,2,6,2.23
20,2,3,5,1.71
0,1,3,15,5
64,1,2,1,0.04
60,1,1,5,1.42
15,2,3,10,2.15
26,2,1,7,1.71
60,2,4,7,3.48
52,1,3,9,3.07
27,2,3,7,1.51
64,2,1,12,NA
11,1,1,4,0.54
12,2,1,14,2.25
50,1,3,5,1.04
9,1,3,14,3.77
49,1,3,8,1.52
54,1,3,9,2.02
7,1,4,3,0.31
50,1,3,77,NA
10,2,1,5,0.92
5,2,2,15,5
22,2,6,4,1.14
18,2,4,2,0.34
17,1,4,2,0.36
18,1,3,7,2.2
0,2,2,8,1.46
21,1,4,10,4.45
32,2,3,15,5
10,2,4,5,1.02
30,1,3,7,1.43
0,2,6,8,1.42
42,1,3,10,5
1,1,6,15,4.25
17,1,2,6,1.78
26,1,3,9,2.82
13,2,4,6,1.52
44,1,4,15,4.25
15,1,3,8,2.3
34,1,3,15,5
73,1,3,3,0.64
21,1,3,15,5
70,1,4,9,3.2
35,1,3,8,2.12
51,2,3,5,0.97
45,2,4,4,0.54
48,1,2,15,5
19,2,4,5,0.83
6,2,1,5,0.82
35,1,3,15,4.35
30,1,3,15,5
11,1,3,15,4.64
48,1,2,15,4.67
2,1,2,6,1.09
18,1,3,6,1.27
55,1,2,15,4.16
27,1,3,15,5
17,2,3,5,1.21
44,1,3,15,5
66,2,6,15,5
74,2,6,99,NA
11,2,3,15,5
18,1,2,5,0.54
41,2,7,77,0.09
37,1,1,15,5
66,2,3,15,5
5,1,7,6,1.47
14,2,7,6,1.43
6,2,3,15,5
20,2,4,1,0.07
16,1,7,15,3.17
45,2,3,15,4.64
45,2,2,14,2.25
7,1,2,1,0
39,1,1,99,NA
59,2,7,5,0.73
48,1,3,15,3.63
36,1,7,8,2.12
22,1,3,5,0.5
2,1,4,6,0.7
63,1,4,15,5
5,2,3,10,2.47
18,1,3,NA,NA
15,2,6,7,1.82
68,1,3,13,NA
72,2,3,6,2.19
60,2,6,7,1.95
49,1,4,5,0.75
40,1,4,7,1.31
11,1,4,5,0.55
0,2,1,5,0.73
0,1,2,8,1.34
0,1,3,13,NA
12,1,3,15,3.17
27,2,4,3,0.46
67,1,4,15,5
74,2,3,1,0
41,2,6,14,5
4,2,1,NA,NA
0,2,3,6,1.1
18,2,2,4,0.65
47,2,1,14,4.1
58,1,3,4,1.21
16,1,4,6,1.31
53,2,2,8,2.43
56,1,1,14,5
39,2,4,6,1.74
76,2,3,13,NA
27,2,3,6,0.76
40,2,3,NA,NA
2,1,3,10,2.47
1,2,1,6,1.09
80,1,3,3,0.86
60,2,3,15,5
23,2,4,6,0.76
54,1,3,12,NA
32,2,4,6,1.91
68,2,1,10,3.33
58,2,3,2,0.78
55,1,3,2,0.57
2,2,3,6,1.22
16,1,2,2,0.22
29,2,3,8,3.92
10,1,1,14,2.53
61,1,4,14,2.69
50,2,3,9,5
72,2,3,3,0.64
75,1,3,6,2.19
25,2,3,6,1.46
34,1,3,6,1.61
10,2,2,9,1.51
10,2,1,15,5
62,2,3,3,1.2
7,2,1,7,1.38
8,2,6,77,NA
42,2,6,77,NA
52,1,3,5,0.72
43,2,3,8,2.9
55,2,6,15,5
80,1,6,7,3.64
13,1,1,8,1.34
19,1,7,8,1.56
21,1,3,14,2.35
6,2,4,6,0.78
17,1,4,7,0.85
7,1,3,15,4.67
49,2,6,15,5
54,2,3,14,4.61
55,1,3,1,0.02
45,2,4,5,1.27
3,1,3,3,0.59
17,2,3,9,3.2
59,1,3,7,1.51
3,2,6,15,5
53,2,2,12,2.02
56,2,3,15,3.89
74,2,6,3,0.87
15,2,1,5,1.11
48,1,3,12,1.03
18,2,1,4,0.47
66,2,3,7,1.45
39,2,2,3,0.42
0,1,4,12,NA
18,1,7,7,1.52
3,1,2,4,0.65
45,2,4,1,0.17
11,2,3,7,0.93
56,2,3,6,1.33
2,1,4,14,2.72
64,1,4,77,NA
0,2,3,7,1.29
13,1,3,5,0.63
45,2,3,15,3.67
1,2,1,7,1.14
38,2,1,9,2.15
6,1,4,7,1.84
51,1,4,15,4.16
59,1,3,15,5
17,2,1,15,4.17
17,1,1,14,3.4
34,2,1,9,2.34
78,1,3,10,3.54
18,2,1,7,0.8
43,2,1,14,3.82
13,1,3,8,1.61
53,2,1,4,0.42
36,2,3,15,5
8,1,3,14,3.3
56,1,3,15,5
16,2,1,7,1.27
2,1,4,3,0.38
76,1,3,10,4.13
74,2,3,2,0.73
80,1,3,12,NA
43,1,7,6,1.06
26,2,3,4,1.16
1,1,4,6,1.07
17,1,2,14,2.19
24,1,3,12,NA
25,1,1,9,2.82
29,1,1,4,0.47
54,2,1,12,NA
17,2,1,3,0.51
76,2,3,7,3.43
40,2,1,15,4.71
4,1,6,14,3.77
61,2,6,7,3.39
13,2,1,14,2.1
35,1,3,8,1.13
20,1,3,15,4.87
19,2,4,6,0.98
59,2,1,12,1.93
15,2,7,6,0.7
12,2,4,4,0.54
44,1,2,5,0.82
2,1,7,6,1.06
50,1,4,15,3.58
0,1,3,5,1.02
11,1,3,15,3.13
11,2,1,7,1.27
70,2,3,6,1.48
27,2,6,4,0.5
1,2,1,99,0.76
2,1,4,77,NA
50,2,3,15,5
2,2,7,77,0.09
11,2,4,3,0.51
16,2,6,10,2.51
15,1,3,6,1.21
20,1,6,6,1.89
3,1,4,4,0.92
9,1,6,77,NA
80,1,3,7,3
12,1,4,1,0.02
7,1,4,6,1.09
63,1,4,8,2.53
1,2,3,7,1.43
28,2,3,15,5
24,2,3,9,2.04
61,1,3,14,5
42,2,3,14,3.79
4,1,1,5,1.02
0,1,3,9,3.03
1,1,2,8,1.34
42,1,1,77,NA
80,1,3,4,0.97
7,1,3,9,2.52
15,2,2,4,0.67
0,1,1,77,NA
49,2,3,2,0.78
62,2,2,14,1.11
1,1,3,3,0.08
29,1,2,3,0.61
40,1,3,15,4.72
59,1,3,4,1.31
2,1,1,2,0.28
30,2,3,2,0.35
24,2,6,15,2.57
42,2,7,8,1.56
2,2,1,15,4.35
44,1,3,NA,NA
14,1,3,15,4.72
72,1,4,2,0.77
41,1,3,10,3.31
33,2,6,15,5
40,1,3,12,NA
57,2,3,14,5
16,2,4,7,2.58
9,1,1,6,1.07
28,2,2,15,5
49,1,4,15,4.19
43,2,4,12,NA
18,2,4,2,0.18
18,1,3,4,0.68
66,1,3,15,5
41,2,1,6,1.03
8,2,6,NA,NA
3,2,3,3,0.35
50,2,3,15,3.63
16,2,3,2,0.25
65,2,4,8,2.12
27,2,3,15,5
38,2,3,15,4.67
10,2,3,6,0.98
45,2,3,6,1.21
40,2,1,77,NA
0,1,3,5,0.43
9,2,4,8,1.44
63,2,3,9,2.31
5,2,4,7,1.47
43,2,1,5,0.76
12,2,7,8,2.27
2,1,4,9,2.31
64,1,2,2,0.7
32,1,2,9,3.81
0,1,3,7,1.51
16,1,3,6,0.67
5,2,7,2,0.18
24,2,4,3,0.52
12,2,7,15,5
6,2,2,1,0.06
80,2,1,3,0.44
22,1,4,1,0.17
65,1,4,7,2.61
4,1,7,7,1.13
14,2,6,5,0.85
0,1,3,14,4.8
5,1,1,14,3.61
16,2,6,6,1.53
1,1,1,9,2.82
43,2,1,14,2.25
2,1,3,4,1.22
11,1,4,7,1.47
8,1,3,4,0.64
6,1,3,4,0.82
32,2,3,5,1.74
41,2,6,77,NA
38,1,3,4,1.19
7,1,7,8,3.18
43,2,2,2,0.54
17,1,3,15,4.9
80,2,4,9,3.07
54,1,1,4,0.65
14,2,4,6,1.26
23,2,3,3,0.17
14,2,4,6,0.94
0,1,1,14,4.04
6,1,2,6,1.33
3,1,6,15,3.63
2,1,3,9,1.99
1,1,2,12,1.67
73,2,1,NA,NA
5,1,4,12,NA
55,1,4,14,3.57
37,2,7,6,0.65
42,1,3,14,4.04
0,1,2,4,0.54
31,1,3,6,2
4,1,3,14,3.77
18,1,3,15,3.63
42,2,3,9,1.51
20,1,3,15,3.58
9,1,4,7,1.74
30,2,3,5,1.27
56,2,7,6,0.65
36,1,3,7,1.77
4,1,3,10,2.03
1,1,1,15,3.48
58,2,4,2,0.32
21,2,2,3,0.64
2,1,3,12,NA
23,1,3,10,2.51
50,2,1,5,0.56
57,1,6,77,NA
2,2,4,6,0.95
25,2,2,14,3.84
43,2,3,6,1.2
1,1,6,77,NA
23,1,2,2,0.7
80,2,3,3,1.11
10,1,1,77,NA
8,2,4,9,1.72
12,2,1,6,0.76
71,1,4,7,1.89
2,1,1,15,5
69,1,1,4,1.08
15,2,4,3,0.36
51,1,2,77,NA
61,1,2,14,3.84
18,2,6,6,1.59
80,2,4,2,0.42
59,2,3,1,0.26
68,2,1,NA,NA
50,2,3,14,5
36,1,7,6,0.95
41,2,4,12,NA
48,1,4,3,0.33
20,2,1,3,0.59
3,1,1,13,NA
63,2,2,4,1.1
31,2,4,14,0.8
66,2,2,3,1
6,1,1,4,0.63
25,1,6,5,0.8
6,1,1,77,NA
4,1,4,5,1.45
40,1,4,15,5
7,1,4,2,0.41
2,2,3,7,1.51
0,2,3,15,3.75
69,1,4,12,4.28
74,2,3,9,5
60,1,3,10,4.13
29,1,1,14,2.44
3,2,4,1,0.02
37,1,6,8,3.22
6,1,2,77,NA
63,1,2,77,NA
1,1,4,1,0.07
13,1,1,14,2.25
18,1,3,6,1.47
44,1,3,4,1.16
50,1,1,12,NA
69,2,4,14,4.84
78,1,3,6,2.61
64,1,2,3,0.89
59,2,3,6,1.93
28,1,1,6,0.56
49,2,3,14,5
7,2,1,15,5
78,2,3,10,4.45
63,1,3,2,0.29
51,2,3,15,4.9
5,1,7,4,0.59
46,2,3,6,2.18
80,2,3,7,3.08
15,1,4,4,0.68
0,1,1,10,2.33
6,1,3,12,NA
34,2,3,5,0.7
2,1,3,14,2.94
42,2,3,15,5
16,1,6,15,5
69,2,4,2,0.75
7,1,3,8,1.92
4,2,3,15,5
17,1,4,6,1.07
33,1,4,5,1.29
2,2,2,6,1.54
52,2,3,4,0.47
0,2,1,3,0.32
6,1,3,15,5
33,1,3,14,3.26
71,2,3,7,2
39,2,2,6,0.89
5,2,4,1,0.02
73,1,3,10,4.45
72,1,1,6,1.19
49,2,3,77,NA
2,2,7,4,0.64
52,2,6,9,4.07
4,1,1,4,0.97
17,2,6,12,NA
72,2,3,4,1.61
39,2,3,8,0.56
73,2,1,8,2.56
4,1,7,15,5
14,1,3,15,3.17
24,2,7,15,4.06
67,2,6,15,3.17
42,2,4,6,2.79
12,1,1,14,2.25
63,1,4,7,1.68
12,2,1,3,0.52
24,2,4,6,1.11
23,2,1,6,1.07
41,1,1,5,0.73
39,1,4,10,2.33
68,2,3,10,4.45
23,2,3,7,1.31
55,2,3,15,5
38,1,4,77,NA
29,1,6,5,1.06
3,1,6,5,0.51
23,2,1,2,0.3
7,2,1,8,1.42
6,1,6,7,1.47
7,2,4,3,0.53
20,2,3,15,5
9,2,2,7,1.27
10,1,6,77,NA
15,2,7,15,5
3,1,6,7,1.68
14,1,4,5,0.75
20,2,3,6,1.26
2,2,4,14,3.22
55,2,3,5,1.71
24,1,6,12,0.44
52,2,3,3,0.04
52,2,3,4,1.16
13,1,2,5,0.9
15,1,1,77,NA
26,2,6,9,3.81
72,2,2,3,0.92
2,2,4,1,0.07
11,2,3,1,0.02
47,1,2,3,1.03
17,1,4,1,0.07
9,1,1,9,2.42
14,2,2,10,2.19
13,2,2,1,0
30,2,3,NA,NA
18,1,2,15,4.67
17,2,6,7,1.82
7,1,4,15,4.38
68,1,3,10,4.13
43,2,6,15,4.3
18,2,6,7,1.82
80,2,4,4,1.32
80,1,3,15,1.91
38,1,4,3,1.24
67,1,4,7,2.84
52,1,3,5,1.11
2,1,1,8,1.42
37,2,6,15,5
15,1,1,2,0.29
1,2,2,10,3.33
36,2,3,15,5
69,1,3,9,3.87
26,1,2,6,1.93
64,2,1,6,0.68
40,1,3,6,0.71
10,1,1,12,NA
2,2,4,2,0.38
7,2,4,14,2.11
16,1,6,15,5
62,1,4,8,2.77
74,1,4,2,0.85
70,1,2,6,1.91
56,2,6,15,5
31,2,1,4,0.64
22,1,3,15,0.51
10,2,7,15,3.89
2,2,3,9,2.04
45,1,1,9,1.97
54,1,1,5,0.74
64,2,6,14,3.84
15,2,3,6,1.09
57,1,6,8,3.22
61,1,1,3,0.47
2,2,2,5,0.45
16,2,7,15,5
2,2,2,8,1.52
80,2,3,14,5
4,2,1,8,1.91
20,2,3,15,3.48
64,2,4,10,4.64
45,1,1,4,0.8
3,1,4,5,0.48
57,1,2,14,4.84
6,2,3,10,2.03
41,2,3,14,4.04
38,2,1,5,0.63
69,2,3,15,5
80,2,3,14,5
23,2,7,6,1.02
43,1,1,8,2.57
16,2,1,3,0.52
71,2,4,7,2.39
13,2,3,10,2.58
3,1,4,9,2.78
15,1,4,5,0.56
49,2,7,15,5
6,2,4,9,1.88
45,2,3,2,0.82
62,1,1,15,3.79
13,2,1,5,0.56
38,1,3,3,1.11
67,2,4,8,4.28
28,2,3,15,5
5,1,1,15,5
76,1,4,2,0.73
10,1,3,15,5
11,2,6,2,0.16
46,2,3,8,2.2
41,2,3,5,0.89
40,1,1,9,2.55
63,1,4,77,NA
40,2,3,1,0.03
39,1,3,10,2.58
40,2,4,3,0.7
12,1,3,1,0.02
61,1,3,5,1.1
12,1,2,4,0.49
57,2,6,15,5
2,1,2,2,0.35
38,2,1,13,NA
21,2,6,4,0.5
7,1,4,5,1.27
16,1,1,5,0.89
62,1,1,15,4.25
32,1,6,15,5
41,2,3,15,5
69,1,3,6,1.81
69,2,3,14,5
18,1,4,5,0.85
9,1,4,14,2.9
31,2,3,3,0.96
3,2,6,3,0.48
1,2,7,3,0.72
22,1,4,6,1.05
41,1,1,6,1.28
51,1,3,4,1.48
10,1,4,6,0.7
51,2,3,14,5
76,2,3,5,1.04
2,1,3,7,1.27
25,1,4,14,3.79
39,2,6,2,0.71
80,2,3,4,1.54
49,1,6,10,4.64
48,1,7,15,5
43,2,6,7,1.25
59,1,6,15,5
29,2,4,6,0.76
42,2,3,7,1.82
63,2,2,7,3.05
43,1,4,1,0.08
6,2,3,7,1.2
42,2,3,5,0.87
40,2,6,9,2.52
41,2,4,14,3.37
10,1,1,6,1.07
52,1,7,8,4.53
1,2,1,4,0
8,2,3,3,0.26
74,2,4,12,NA
59,1,4,3,1.14
8,2,3,6,0.78
0,2,6,15,5
3,1,2,7,1.5
66,2,3,12,NA
45,2,3,15,5
64,2,2,2,0.7
23,2,3,7,2.02
49,2,4,77,NA
9,2,3,2,0.31
36,2,3,12,NA
74,2,3,3,1.03
9,2,4,15,5
12,1,1,3,0.45
71,1,1,NA,0.7
0,2,3,7,2
44,2,3,15,5
65,2,6,3,0.67
52,2,3,15,5
45,2,3,15,5
63,1,1,9,1.68
49,1,3,10,2.61
40,2,4,15,3.96
45,2,4,3,0.51
80,1,3,14,5
42,2,3,5,0.67
48,1,6,15,5
41,1,2,8,1.25
18,2,1,6,1.07
10,1,3,99,NA
69,2,3,4,1.67
61,2,3,15,4.84
1,1,4,13,NA
13,2,4,13,NA
15,1,2,3,0.42
47,2,3,7,3.31
4,2,1,10,2.54
34,1,7,77,NA
79,1,4,5,2.1
68,1,3,7,3.05
69,2,3,7,3.05
14,2,4,12,NA
38,1,2,99,NA
58,2,3,9,3.5
7,1,4,5,0.56
8,1,3,7,1.7
80,2,3,4,1.37
7,2,7,1,0.13
24,1,7,6,1.4
66,2,6,8,1.56
16,2,4,6,1.93
53,1,1,4,0.8
3,2,4,6,1.07
62,1,4,4,0.26
36,1,3,5,2.06
50,2,3,4,0.6
50,2,1,6,1.28
60,1,2,8,0.52
46,2,4,5,1.35
23,1,4,1,0.05
74,1,3,6,1.59
1,1,6,15,5
11,1,4,9,3.18
36,1,3,15,5
2,2,7,3,0.72
72,2,3,5,0.67
74,1,4,6,1.93
18,2,3,5,1.02
0,2,4,14,2.53
40,2,3,5,0
39,2,4,8,1.79
15,2,1,6,1.27
9,2,3,6,0.9
73,1,3,15,5
48,2,3,15,5
13,2,6,6,1.62
14,1,3,6,1.11
0,2,6,15,5
7,2,1,9,2.97
8,1,4,5,1.25
0,2,6,15,5
58,1,3,4,1.21
41,1,1,10,3.58
19,2,1,14,3.61
77,1,3,7,2.26
80,2,3,8,3.18
58,2,3,3,0.61
30,2,6,15,5
28,2,3,15,5
63,2,6,15,5
80,2,3,4,1.54
40,2,3,15,4.19
68,2,3,3,1.11
40,1,6,15,5
2,1,3,7,1.7
5,2,6,9,2.18
70,1,2,14,0.69
55,1,6,77,NA
80,2,3,3,1.2
1,1,3,15,5
7,1,1,6,0.84
9,2,1,4,0.54
36,2,1,10,3.33
4,1,2,1,0.02
61,1,3,10,2.13
76,1,4,15,5
42,2,3,14,3.1
44,1,4,4,0.15
79,1,4,7,1.77
15,1,7,6,1.43
0,1,4,14,3.82
16,2,1,6,0.68
0,2,1,4,0.47
3,2,1,6,1.16
12,2,1,9,3.17
61,2,6,15,5
13,2,4,5,0.48
11,2,4,6,1.28
25,2,3,8,3.38
7,1,3,3,0.61
19,2,2,6,1.12
7,1,3,5,0.67
33,1,2,77,NA
13,2,7,6,1.54
60,1,4,2,0.73
13,2,4,7,1.38
3,2,3,15,5
5,1,6,15,4.69
29,1,1,14,3.14
18,1,1,14,3.91
71,2,1,5,1.02
7,2,3,15,5
1,1,3,1,0.03
2,2,4,12,NA
9,2,4,2,0.35
11,2,3,2,0.28
22,1,6,NA,NA
9,2,3,7,2.58
11,1,1,14,3.82
4,1,1,5,0.74
71,2,3,14,5
6,2,4,6,0
15,2,1,8,2.1
38,2,6,7,1.13
45,2,1,8,2.1
12,2,4,6,1.72
11,1,4,6,1.04
42,2,3,8,1.92
60,2,6,3,0.64
5,2,2,8,2.86
36,1,3,77,NA
18,1,3,3,0.47
0,1,2,15,5
57,1,4,4,0.39
12,1,1,7,1.14
10,1,3,10,2.36
56,2,3,8,3.05
14,2,3,7,1.78
72,2,1,8,2.12
4,2,1,7,0.8
80,1,3,8,3.22
54,2,1,12,NA
27,2,6,8,1.81
4,2,6,15,4.35
31,2,6,5,0.84
62,1,3,15,4.84
44,1,4,77,NA
30,2,3,2,0.29
54,1,4,8,3.18
80,1,3,8,3.22
54,2,6,15,5
46,1,4,3,0.74
18,1,1,14,4.1
16,2,1,6,1.2
6,2,7,4,0.97
57,2,3,3,1.03
28,1,2,6,0.95
23,1,3,15,3.58
72,2,1,3,0.44
40,2,6,5,1.11
12,1,4,5,0.48
10,1,3,15,5
80,2,3,7,1.93
5,2,3,14,3.61
7,2,1,10,2.22
16,2,1,6,1.03
40,2,4,3,1.13
3,2,6,NA,NA
40,1,6,15,4.35
2,2,6,10,2.19
6,2,1,5,0.96
61,2,4,3,0.86
6,1,3,15,5
62,1,1,14,5
59,1,4,4,0.54
4,2,4,6,1.12
17,1,3,15,3.96
26,2,2,8,0.64
35,2,6,15,5
31,2,7,4,0.95
79,1,3,5,1.4
7,2,1,15,3.48
73,2,2,NA,0.51
0,1,3,8,2.56
80,1,3,15,5
36,1,3,15,5
0,2,1,5,0.79
20,1,3,6,1.26
13,1,3,10,2.73
8,2,7,5,0.65
32,1,6,15,3.33
60,2,4,7,3
3,2,1,13,NA
9,2,4,14,3.79
39,2,3,15,5
80,2,3,5,2
18,1,4,12,NA
11,1,4,8,2.21
51,1,4,9,5
55,1,3,6,2.57
16,2,1,13,NA
80,2,3,4,0.81
70,2,6,9,3.81
66,1,3,7,2.05
5,2,4,5,0.84
10,1,6,2,0.26
4,1,3,6,1.2
1,1,1,15,5
52,2,4,12,NA
30,1,3,7,3.6
17,2,4,6,0.94
62,2,4,14,4.84
11,2,7,NA,0.47
33,2,3,6,2.14
7,1,2,8,2.12
55,2,4,15,5
51,1,3,15,4.4
54,1,2,12,2.02
11,1,2,14,3.26
80,1,3,9,3.87
65,2,4,14,5
10,2,2,12,0.84
20,2,3,14,2.27
62,1,3,5,0.7
60,2,3,6,2.96
18,2,6,8,3.18
14,2,4,7,1.33
4,2,4,6,1.17
6,1,3,NA,NA
19,1,2,8,2.53
60,1,6,9,2.31
25,2,1,5,0.87
52,2,4,9,1.88
56,1,2,15,5
34,1,3,5,1.01
17,2,3,15,4.48
33,2,4,2,0.3
10,2,4,5,0.72
32,1,3,8,2.56
22,2,7,12,0
18,2,3,15,4.72
10,2,4,7,2.54
56,2,3,4,1.21
74,1,1,4,1.01
0,2,4,5,0.92
34,2,1,NA,NA
63,1,4,15,5
15,1,1,4,0.46
80,1,3,4,1.23
17,1,3,14,3.14
37,1,3,14,4.61
23,2,7,4,0.9
64,1,2,3,0.31
1,1,3,15,5
33,1,6,15,5
19,1,4,4,0.54
58,2,3,2,0.52
2,2,3,4,0.64
11,2,4,6,1.16
57,1,3,15,5
19,1,7,15,4.06
5,1,1,1,0.18
80,1,3,4,0.95
73,1,2,6,2.06
4,2,7,5,1.06
41,1,7,15,3.63
43,1,2,10,3.05
12,2,2,2,0.38
39,1,3,9,3.55
16,2,1,5,0.63
8,2,6,15,5
21,1,3,15,2.96
78,2,3,6,1.93
39,2,1,6,1.04
10,2,3,15,5
64,1,2,2,0.61
53,2,3,4,0.85
3,1,4,14,3.84
35,1,1,1,NA
11,2,3,5,0.38
14,2,2,4,0.58
36,2,3,15,4.35
80,2,4,5,1.75
1,1,3,14,2.24
41,1,6,15,5
48,1,7,4,1.54
38,1,4,9,1.72
16,2,1,3,0.61
7,2,7,8,1.43
57,2,2,14,3.09
12,1,4,1,0.03
59,1,6,3,0.84
18,1,3,8,1.79
3,2,3,4,0.4
39,1,6,15,5
16,1,3,15,5
35,1,6,15,5
48,2,6,15,5
3,2,3,2,0.31
34,1,1,6,0.84
52,1,3,9,3.81
19,2,6,9,2.15
6,1,6,14,3.77
57,1,1,8,1.65
65,2,3,15,5
38,2,3,9,5
53,1,6,77,NA
12,2,4,6,1.09
69,1,4,12,1.74
18,2,1,12,0.3
23,2,7,8,1.56
1,2,3,15,5
6,2,4,3,0.51
8,2,6,14,3.05
11,1,7,15,4.69
43,1,3,5,1.42
80,2,3,15,5
2,1,1,5,0.88
33,2,1,4,0.47
67,1,6,14,5
9,2,4,5,1.02
21,1,3,15,5
80,2,3,6,1.88
67,1,2,15,5
16,2,4,14,2.37
31,2,3,12,NA
15,2,4,9,1.99
36,1,1,12,1.04
18,1,2,8,1.63
14,2,1,NA,NA
19,1,3,15,5
55,2,3,14,5
40,2,3,5,0.86
16,1,1,14,3.45
42,1,6,12,NA
80,2,3,15,5
4,1,4,6,1.16
34,2,2,6,1.54
45,2,3,7,1.78
55,2,3,77,NA
10,1,3,15,5
44,1,1,3,0.69
63,2,1,9,5
80,1,3,15,5
25,1,3,15,5
52,2,4,8,3.92
67,2,2,15,5
20,2,4,6,1.56
34,1,3,9,2.82
4,2,1,15,5
28,2,4,6,1.36
47,1,3,8,1.81
43,1,4,6,2.18
54,1,1,3,0.85
65,2,3,9,5
25,1,4,10,2.94
55,1,6,9,2.15
14,2,1,14,3.82
0,1,4,12,NA
54,1,4,2,0.29
48,1,2,2,0.52
70,1,4,4,1.29
6,1,4,2,0.34
57,2,4,15,5
21,1,4,7,1.31
1,1,4,6,0.69
64,1,4,8,2.12
12,1,1,5,0.7
9,2,1,8,1.34
9,1,7,77,NA
16,2,1,4,0.71
80,2,3,8,3.31
73,1,4,7,2.69
6,1,1,6,1.59
60,2,3,4,0.98
2,1,4,5,1.11
30,1,4,4,1.06
62,1,3,7,2.23
28,1,2,7,3.17
1,2,3,1,0.13
66,2,6,8,2.58
31,1,3,3,0.63
21,2,1,3,0.73
12,2,7,4,0.59
8,1,3,5,1.13
54,1,6,15,5
45,2,7,4,1.04
16,1,4,6,1.06
80,2,3,7,2.23
17,2,1,14,3.82
6,2,4,6,1.28
72,2,4,12,NA
3,2,1,6,1.03
1,1,3,8,2.1
69,2,3,7,1.77
2,1,3,14,3.05
6,1,3,5,0.73
62,2,2,NA,NA
67,2,3,8,3.03
15,1,1,7,1.79
0,2,6,15,5
30,1,3,6,1.05
14,1,6,10,2.36
70,1,3,2,0.71
67,2,3,3,0.9
58,1,4,7,3.43
42,2,4,15,5
35,1,4,14,3.79
50,1,4,12,2.06
4,2,4,6,1.18
2,1,4,9,2.78
26,2,3,3,0.59
67,1,3,9,2.82
25,2,3,14,5
77,2,3,8,2.27
3,2,1,6,0.56
0,2,6,4,0.87
12,2,1,2,0.29
10,1,4,5,0.57
7,2,1,8,1.58
4,1,4,1,0.02
43,2,4,8,4.11
31,2,1,77,NA
3,1,3,4,0.47
2,2,3,6,0.9
57,2,6,9,3.81
46,1,3,15,5
75,2,3,3,0.87
25,1,4,4,0.77
34,1,4,15,3.66
14,1,1,4,0.42
63,1,1,10,3.33
62,2,4,14,4.61
12,1,4,5,1.06
53,2,2,8,2.1
13,2,4,7,0.85
76,1,3,4,1.23
6,1,4,3,0.53
7,2,3,2,0.31
19,1,4,6,1.18
38,1,1,7,1.16
3,1,1,4,0.81
61,1,3,4,0.82
27,2,1,6,1.34
58,2,6,15,5
73,2,1,9,3.81
5,2,3,15,3.17
21,1,3,6,1.44
11,2,2,15,5
1,2,3,15,5
15,1,2,13,NA
56,2,3,7,2.58
42,2,3,14,5
14,2,2,7,1.7
50,2,7,8,2.9
9,2,2,14,2.69
6,1,1,5,0.85
70,2,3,6,1.91
41,2,4,1,0.07
19,1,3,14,3.14
10,2,4,2,0.29
16,1,2,15,5
42,2,3,15,5
25,1,6,15,3.33
2,2,4,6,0.9
7,1,4,4,0.57
10,1,3,4,0.53
22,2,3,6,1.11
5,2,7,4,0.54
15,2,4,8,2.12
71,2,2,3,0.86
58,1,1,7,3.43
42,2,1,6,1.07
68,1,4,13,NA
2,2,4,8,1.61
