RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
36,2,3,15,5
14,2,4,6,1.03
36,1,1,8,1.83
26,1,3,10,4.67
46,2,4,2,0.5
0,1,6,NA,NA
70,2,1,2,0.76
0,2,1,5,0.81
0,1,3,10,2.29
59,2,3,5,1.48
6,2,3,7,1.2
5,2,4,4,0.39
8,2,4,6,1.16
37,2,6,NA,NA
47,1,3,10,3.22
6,2,1,2,0.18
69,1,7,NA,NA
5,1,4,3,0.62
0,2,4,4,0.39
8,1,7,6,1.03
57,2,1,14,3.73
25,1,4,6,1.26
14,2,4,6,1.94
40,1,6,1,0
16,1,3,6,1.49
14,2,2,8,3.26
54,2,4,10,2.88
47,2,2,15,5
80,1,7,14,5
25,1,6,14,2.81
15,2,1,4,0.49
11,2,4,1,0.04
18,2,3,14,3.16
61,2,2,7,1.7
80,1,3,8,3.14
45,2,3,2,0.31
20,2,2,12,NA
29,2,6,NA,NA
2,2,4,14,3.92
12,2,1,77,NA
73,2,3,14,5
5,2,3,8,2.06
65,1,1,1,0.41
13,2,4,8,1.76
36,2,1,15,5
80,1,3,7,2.18
46,2,6,14,3.25
10,2,3,9,2.24
7,2,1,14,1.86
33,2,3,14,3.23
31,1,3,10,4.06
16,2,3,15,5
33,1,6,7,3.06
33,1,1,7,1.06
38,2,3,9,2.56
69,1,4,3,0.88
11,2,6,15,3.07
15,2,3,10,3.22
42,2,3,15,3.38
54,1,1,15,5
46,1,3,7,1.07
18,2,2,15,3.54
53,1,3,10,3.6
55,2,2,6,1.88
4,1,3,4,0.62
30,2,4,7,2.5
28,2,3,6,0.99
54,2,4,5,1.29
29,2,4,8,1.76
59,2,4,4,0.94
9,2,3,14,2.18
80,1,3,99,NA
61,2,2,77,NA
55,2,3,8,1.76
62,1,2,4,1.53
8,2,1,77,NA
3,1,7,1,0.05
48,2,7,5,0.91
80,2,3,6,2.57
8,1,3,15,3.52
48,1,3,15,5
5,1,3,15,5
25,1,3,8,3.82
3,1,4,77,NA
16,2,2,NA,NA
53,1,3,15,5
31,1,2,6,1.24
47,2,4,8,2.49
3,2,4,7,1.11
32,2,1,2,0.25
39,1,6,7,1.77
80,2,2,2,0.61
63,1,3,15,5
9,2,6,12,NA
9,2,1,3,0.69
25,2,3,7,1.74
60,2,6,1,0.13
38,1,4,6,0.92
57,2,2,1,0.02
1,1,3,7,1.75
77,2,2,4,0.79
13,2,3,14,2.3
80,1,3,6,1.88
23,2,3,12,1.7
70,2,4,5,1.38
6,1,4,14,2.81
15,2,7,6,2.06
1,1,1,6,0.61
50,1,4,10,3.36
13,2,1,14,3.79
45,1,3,15,5
10,1,4,1,0.2
2,2,3,8,1.58
34,1,4,7,2.62
80,1,2,6,1.88
45,2,4,5,0.99
57,2,3,3,0.65
4,1,1,4,1.07
73,2,4,5,2.08
62,2,2,5,1.32
62,1,4,15,4.92
80,2,2,12,NA
47,2,3,3,0.43
33,1,6,99,NA
78,2,3,6,1.88
7,2,4,77,NA
24,2,7,2,0.31
5,2,6,14,3.4
5,1,1,1,0.17
16,1,3,15,3.52
2,1,2,NA,NA
12,1,6,15,5
74,2,1,2,0.18
10,2,1,3,0.21
8,2,3,15,4.12
80,2,3,1,0.28
43,2,3,10,2.7
26,2,3,9,2.99
24,1,3,15,5
31,2,4,15,5
3,1,2,9,3.14
11,1,3,15,4.36
57,1,1,NA,NA
0,1,1,4,0.75
55,2,4,NA,NA
57,2,2,6,1.06
9,2,4,6,0.93
6,1,4,NA,NA
55,2,6,NA,NA
22,2,4,13,NA
73,2,4,7,2.18
11,1,1,15,4.93
20,1,4,15,5
68,1,1,6,1.76
65,2,1,7,2.08
22,1,2,12,0.89
35,2,3,5,1.05
80,1,3,12,NA
26,1,6,9,2.69
51,2,6,8,1.58
11,2,6,12,NA
46,1,1,6,1.05
18,1,1,4,0.03
60,2,4,99,NA
18,2,4,5,0.91
17,2,3,15,5
7,2,7,15,5
29,2,3,5,1
60,2,3,7,2.18
16,1,3,6,0.92
40,2,1,9,2
10,1,4,8,1.67
1,1,3,9,1.22
40,1,3,9,2.98
35,2,3,6,1.7
50,2,3,15,5
41,1,1,1,0
59,2,4,15,5
26,1,4,5,1.22
9,2,1,2,0.17
1,2,3,14,3.5
8,2,3,15,5
8,2,7,9,2.47
6,1,4,7,0.95
0,1,3,13,0.13
22,2,2,1,0.2
15,1,1,9,1.84
80,2,4,14,5
18,2,1,5,0.77
58,1,4,14,5
10,1,3,10,2.67
11,1,3,15,5
80,2,1,3,0.63
12,2,1,9,2.84
80,1,3,5,1.51
63,1,3,3,0.92
55,2,3,3,0.93
80,1,2,2,0.38
25,2,6,7,1.07
39,2,2,7,1.37
24,2,1,7,1.41
29,2,3,8,2.81
60,1,2,1,0.1
69,2,3,99,NA
12,2,3,8,0.16
75,1,4,15,5
18,2,2,8,2.06
5,2,4,6,1.62
1,2,1,1,0
34,2,4,1,0.05
23,1,7,14,3.11
72,1,7,5,1.98
60,1,2,77,NA
62,2,3,6,2.09
11,1,3,10,1.91
55,1,1,6,0.67
80,2,6,12,NA
10,2,2,4,0.6
3,2,2,77,NA
31,1,3,7,1.17
54,1,6,15,5
7,2,4,9,3.75
14,2,7,2,0.3
0,2,4,5,0.82
54,1,3,5,0.84
35,1,6,15,5
71,1,6,15,5
49,2,1,15,4.94
53,1,3,9,3.45
31,2,4,10,2.29
7,2,7,8,1.54
37,1,1,7,1.65
7,2,6,99,NA
49,2,1,7,0.95
75,2,2,9,5
62,2,3,6,2.1
37,1,3,14,4.38
50,1,2,2,0.43
76,2,3,8,3.4
58,1,1,1,0.08
9,1,1,8,1.65
42,2,3,15,4.95
68,1,1,5,1.19
53,2,3,10,5
48,1,1,6,0.8
52,1,4,14,5
14,1,1,NA,NA
8,2,4,7,1.55
0,2,1,7,1.44
39,2,4,15,4.22
15,2,2,14,3.3
5,1,3,15,3.33
11,1,3,9,1.52
10,1,4,6,0.92
76,2,3,NA,NA
5,2,2,9,2.31
42,1,3,4,1.27
2,1,3,5,0.6
15,1,4,8,1.98
3,2,4,6,1.49
78,2,2,15,5
37,2,3,3,0.5
9,1,3,9,2.39
72,1,2,2,0.47
13,2,3,9,1.69
6,1,2,10,2.6
13,1,6,14,3.29
15,2,4,15,5
5,1,4,5,0.33
1,2,4,1,0.21
45,1,6,10,2.88
38,1,2,9,2.11
36,2,3,12,0.87
27,1,1,10,2.85
28,2,2,8,1.28
11,1,2,3,0.31
35,2,6,10,2.46
62,2,1,4,1.07
53,1,1,77,NA
19,1,6,8,0.42
0,2,2,4,0.85
80,1,3,6,1.56
80,1,4,4,1.33
80,1,3,6,2.55
2,2,2,5,1.1
0,2,2,15,3.53
21,2,4,9,1.47
16,1,4,8,1.76
0,1,1,NA,NA
8,2,4,3,0.56
44,2,3,15,5
1,1,7,6,1.15
21,2,7,15,0.84
51,2,7,4,0.2
40,1,4,NA,NA
57,1,4,14,5
11,1,3,14,3.09
80,1,3,6,1.32
15,2,3,7,1.41
5,2,1,4,0.56
7,2,1,5,0.84
23,1,1,8,1.22
25,2,1,1,0.13
75,2,6,15,5
2,1,3,8,2.06
39,1,3,5,0.74
10,1,3,15,5
66,1,1,14,4.11
2,2,4,3,0.45
80,1,6,3,0.82
78,1,3,9,2.98
15,1,4,13,NA
72,1,1,7,1.44
30,2,3,8,1.69
7,2,6,15,4.12
8,2,3,14,3.09
67,1,1,8,2.49
7,2,1,10,2.29
50,2,6,15,4.12
2,1,3,3,0.38
59,1,3,14,5
44,1,4,3,0.51
51,1,6,14,4.46
51,2,3,14,5
22,2,3,3,0.75
14,2,2,7,1.23
0,2,1,7,1.98
77,1,2,99,NA
63,1,2,9,2.47
45,1,4,6,2.12
36,2,7,15,5
64,1,1,13,NA
10,2,3,15,5
36,2,2,14,3.72
8,2,3,10,2.15
44,2,4,15,5
50,2,2,3,0.75
37,2,3,6,0.6
31,2,2,14,1.89
3,1,1,77,NA
66,1,4,15,5
14,1,4,15,5
16,1,1,15,4.93
9,1,4,7,1.75
23,2,1,6,1.36
79,2,4,13,NA
2,1,4,1,0.06
13,2,6,15,4.95
8,1,4,1,0.21
30,2,3,8,4.38
62,2,1,3,0.82
76,1,1,3,0.87
0,2,3,15,3.52
18,2,4,77,NA
80,2,3,5,1.44
1,1,3,14,3.82
21,2,3,15,5
65,1,2,7,2.7
9,1,1,1,0.02
46,2,3,7,0.98
22,1,6,14,4.03
2,2,3,15,4.22
69,2,4,13,NA
2,2,1,7,1.55
43,1,2,14,3.42
1,1,1,1,0.07
0,1,3,10,3.68
31,2,3,NA,NA
20,1,3,13,NA
17,2,1,6,1.04
44,2,3,4,0.74
80,2,3,7,3.23
68,2,6,7,2.75
52,2,6,3,0.6
5,1,6,7,1.07
73,2,1,14,5
19,1,4,NA,NA
60,1,4,4,0.98
5,2,4,6,0.92
2,1,4,4,0.63
3,1,3,9,1.93
2,2,4,15,5
64,1,4,14,4.27
24,1,3,15,4.7
30,1,1,7,1.55
2,2,4,77,NA
12,2,1,12,NA
36,2,2,5,1.1
16,2,1,77,NA
59,1,3,10,4.06
26,2,2,8,1.76
44,1,3,10,1.91
61,1,1,6,0.78
71,1,3,10,4.37
25,1,1,7,1.41
26,1,4,6,1.64
71,2,6,12,NA
39,2,3,15,5
50,1,1,12,2.12
57,2,3,6,0.92
14,1,1,5,0.68
21,2,1,77,NA
68,1,4,9,1.47
32,1,4,5,1.7
3,1,4,9,1.5
37,2,4,8,1.76
17,1,3,3,0.6
58,2,3,2,0.51
11,2,7,7,1.44
19,2,4,2,0.5
4,1,6,15,4.96
43,2,4,7,2.2
12,1,3,14,2.46
17,2,1,4,0.1
80,2,3,6,1.56
12,1,3,15,5
19,2,3,15,5
43,1,2,4,0.56
18,1,4,1,0.04
64,1,3,9,3.75
9,2,4,9,1.94
46,2,2,NA,NA
0,1,2,15,5
69,1,3,14,4.99
8,1,2,14,3.17
69,1,7,NA,NA
44,1,4,10,2.46
3,1,1,3,0.35
25,1,4,4,0.65
37,2,3,6,1.06
35,1,1,14,4.18
0,1,3,14,2.64
33,1,4,5,1.09
31,2,4,14,2.81
52,2,1,9,2.58
60,1,4,5,1.68
5,1,6,15,4.22
24,1,1,7,1.65
4,1,3,15,4.36
8,2,3,15,3.07
58,1,4,14,5
64,1,4,10,5
66,1,3,15,5
40,2,4,6,2.01
80,2,3,1,0.31
46,2,3,15,3.99
23,1,1,10,3.12
11,2,3,15,1.67
10,2,7,6,1.87
40,2,6,4,0.85
65,1,6,4,1.52
30,1,3,9,2.98
27,1,3,5,1.08
3,1,2,12,NA
12,2,1,5,0.59
11,2,6,9,2.27
47,1,3,15,5
59,1,3,5,1.51
65,1,3,15,5
0,1,3,7,1.53
70,1,4,6,2.19
52,2,4,15,5
2,2,7,3,0.78
28,2,1,10,2.15
7,2,4,2,0.27
65,1,1,15,2.79
10,1,3,15,4.94
42,2,7,10,4.08
53,1,2,3,0.75
28,1,4,10,4.37
13,2,3,14,3.27
38,1,1,7,0.84
12,1,7,15,5
7,2,6,15,5
69,1,3,5,1.26
25,1,3,12,NA
27,1,3,7,1.73
25,2,3,6,1.26
23,1,2,77,NA
1,1,1,77,NA
53,2,2,15,5
80,1,3,6,1.61
2,2,1,6,1.16
50,2,3,15,5
30,2,4,7,3.4
1,1,1,13,NA
33,1,4,5,0
52,2,1,7,2.7
28,2,2,7,1.73
3,1,3,9,2.22
38,2,3,15,3.52
55,1,7,12,NA
13,2,4,13,NA
13,1,3,9,1.42
39,1,1,1,0.01
34,2,6,6,1.24
12,1,4,13,NA
58,1,3,6,1.69
48,1,3,6,0.76
6,2,1,8,2.23
55,1,3,14,5
51,1,3,15,5
12,1,2,14,1.89
41,2,6,15,4.96
68,2,4,3,1.02
80,2,4,9,1.47
23,2,3,15,1.52
35,1,4,15,4.53
2,2,1,5,0.82
24,2,4,5,0.33
62,2,3,6,1.69
6,2,4,10,2.29
7,1,3,3,0.49
18,1,1,4,0.38
40,2,4,15,4.23
39,1,1,5,0.68
46,2,4,6,0.89
59,1,3,2,0.75
59,2,3,8,3.01
12,1,3,6,1.49
0,2,2,5,1
80,1,3,3,1.14
45,2,3,4,1.61
80,1,6,15,4.12
2,1,7,12,NA
16,1,4,8,2.14
32,2,1,2,0.17
78,2,4,2,0.61
5,2,3,15,3.59
59,1,1,8,2.24
3,1,3,15,5
16,1,3,15,5
54,1,3,5,1.15
71,1,1,1,0.08
67,1,4,14,5
26,1,1,14,3.7
14,2,1,6,1.24
17,2,3,14,3.3
62,1,2,3,0.42
70,1,4,10,2.53
40,1,1,6,1.49
69,1,4,7,2.5
68,2,6,12,NA
18,2,4,9,2.19
63,2,6,7,2.18
37,1,2,6,1.49
76,1,6,3,0.81
25,2,1,4,0.94
25,1,3,8,1.58
17,2,4,5,1.12
11,1,2,8,2.12
62,1,3,14,4.61
62,2,2,14,2.64
43,1,1,NA,NA
24,1,3,8,1.83
0,1,4,99,NA
23,1,3,15,4.61
11,2,2,7,1.23
44,2,2,9,1.47
0,1,2,7,1.37
44,1,4,NA,NA
1,1,1,5,0.7
63,1,6,10,1.91
37,2,4,14,3.09
53,2,6,15,5
6,1,1,6,0.92
30,2,4,2,0.18
10,2,4,6,2
55,1,3,9,5
80,1,4,99,NA
0,1,3,10,2.89
10,2,4,8,1.76
75,2,6,3,0.81
67,2,2,NA,NA
42,2,4,5,0.21
40,2,6,7,1.77
71,1,3,5,1.26
0,1,3,14,3.13
49,1,6,12,NA
5,2,6,NA,NA
59,2,3,4,0.63
0,1,6,9,1.84
59,2,1,4,0.46
79,2,3,8,1.31
30,2,4,8,1.36
2,2,7,NA,NA
17,1,1,NA,NA
33,1,6,9,3.75
8,2,6,7,1.07
64,1,6,10,4.06
65,1,4,77,NA
11,2,3,9,2.26
50,1,3,10,1.77
11,2,6,15,5
62,2,3,5,1.69
44,1,4,4,1.19
62,1,4,4,0.94
34,2,1,15,5
2,1,3,6,1.69
40,2,1,77,NA
10,1,1,NA,NA
12,2,6,15,5
8,1,2,5,1.25
3,1,1,14,3.51
41,1,2,8,2.48
32,2,2,6,1.06
17,1,3,9,2.74
78,1,3,6,1.4
29,1,2,12,NA
69,1,2,1,0.28
35,1,3,10,4.37
7,1,2,4,0.75
3,2,4,5,0.63
45,2,3,15,5
50,1,2,99,NA
11,2,4,10,1.82
2,1,7,15,4.33
57,1,2,8,3.14
77,2,4,13,NA
54,1,1,9,1.49
8,2,1,8,1.58
25,1,4,6,1.32
65,1,2,3,0.89
53,2,3,12,NA
47,1,3,15,5
63,1,4,99,0.71
1,2,4,6,1.49
2,1,3,15,3.8
1,2,2,14,2.3
35,2,3,6,1.32
80,2,3,8,2.98
18,1,1,2,0.45
28,1,3,7,1.65
61,2,3,4,0.94
78,1,1,99,NA
7,1,3,15,4.98
60,2,6,NA,NA
6,1,6,1,0
40,2,6,15,5
7,1,6,15,5
11,1,3,10,2.46
19,1,2,9,2.31
1,1,2,5,0.84
9,1,4,6,1.39
19,1,4,NA,0.55
14,1,1,9,1.84
12,2,6,8,1.86
7,1,3,9,1.52
18,1,4,2,0.26
80,1,4,12,NA
77,2,3,NA,0.97
43,1,1,6,1.32
14,2,4,10,2.29
28,2,1,8,1.86
52,1,2,13,NA
40,2,3,15,5
8,1,7,5,1.14
9,2,7,7,1.44
18,2,4,10,2.29
23,2,4,7,0.95
1,1,3,6,1.16
64,1,6,6,1.63
49,2,2,9,3.17
4,1,3,8,1.36
60,2,6,3,0.83
1,2,1,12,NA
9,1,1,14,2.33
29,1,7,14,4.28
80,2,3,3,0.85
45,1,2,15,5
16,2,4,77,NA
71,1,3,3,0.92
35,2,7,1,0.05
16,2,3,15,4.63
11,2,6,4,0.85
19,1,3,15,5
10,1,4,5,1.19
36,2,6,7,1.73
30,1,4,9,1.47
30,2,4,8,1.1
2,2,4,NA,NA
10,1,3,15,5
31,2,2,6,0.92
64,1,4,4,1
8,1,4,6,0.92
12,1,1,77,NA
59,1,3,14,5
36,2,7,10,2.29
13,2,6,15,4.95
64,2,1,14,2.5
8,1,3,6,0.82
72,1,1,2,0.81
33,1,1,5,0.91
19,1,3,15,5
60,1,1,12,NA
16,2,4,6,2.09
7,1,1,7,1.73
52,1,6,15,5
1,2,3,7,1.79
4,1,3,15,4.12
6,1,4,9,2.47
70,1,4,8,2.82
14,1,7,14,3.16
80,2,4,9,3.87
42,2,6,1,0
0,2,3,15,2.64
37,1,3,14,2.81
71,2,1,3,0.78
70,1,1,2,0.15
2,1,4,13,NA
26,2,3,8,2.81
8,1,2,8,1.86
0,2,1,4,0.63
3,2,4,2,0.18
57,1,3,6,1.24
44,2,3,15,5
36,2,3,14,5
11,1,3,3,0.49
23,2,2,15,3.52
32,1,1,7,1.84
5,2,3,14,2.82
39,1,2,NA,NA
1,2,7,14,4.28
6,2,3,15,3.16
55,1,3,NA,NA
58,1,4,2,0.55
10,1,6,6,0.92
14,2,4,7,1.41
9,1,3,4,0.58
1,2,7,14,4
7,1,4,8,1.85
9,2,1,77,NA
39,2,2,6,1.03
54,1,3,15,5
4,2,3,9,2.27
20,2,4,14,3.92
79,1,1,77,NA
6,1,3,14,3.34
0,1,1,5,1
2,1,4,2,0.24
24,2,1,15,5
48,1,6,6,1.24
9,2,2,10,3.05
1,2,3,15,5
8,1,2,6,1.23
22,2,2,10,2.6
7,2,3,15,5
25,1,4,2,0.35
73,1,3,5,1.77
66,2,2,4,0.62
15,1,6,14,1.03
4,1,3,7,1.23
66,1,1,6,1.11
38,2,6,15,4.94
40,1,3,15,5
79,1,3,7,2.25
63,2,2,4,0.51
10,2,4,15,5
51,1,2,1,0.02
41,2,1,9,2.74
51,1,4,14,3.92
6,1,4,5,0.61
26,1,4,4,0.98
52,1,1,10,1.02
58,1,2,1,0.34
24,1,4,NA,1.21
47,2,3,8,0.16
6,2,4,4,0.58
10,1,3,7,1.09
11,1,3,8,1.65
7,2,2,7,1.73
45,1,1,8,1.54
8,2,1,6,0.83
0,1,2,15,5
40,1,4,15,5
80,2,3,3,1.21
22,1,4,5,0.77
2,2,1,12,2.97
54,2,6,9,2.47
80,1,4,3,1.01
61,2,4,NA,NA
1,1,3,8,1.36
26,2,3,10,4.39
33,1,2,3,0.55
2,1,7,9,1.92
41,2,1,15,5
48,1,6,9,3.92
38,1,2,6,0.88
25,1,3,9,2.46
4,2,3,3,0.6
77,1,1,8,2.98
9,1,1,10,2.36
12,2,4,3,0.34
74,2,1,99,NA
13,1,3,15,4.12
51,2,4,7,1.77
9,2,1,15,3.52
27,1,7,2,0.42
4,2,7,15,4.12
33,2,6,15,5
31,2,6,15,5
5,2,3,15,4.61
80,1,4,5,1.35
5,1,3,15,1.69
69,2,3,77,NA
52,1,3,4,1.67
52,1,3,15,3.93
46,1,2,14,5
80,2,3,7,2.75
59,1,2,14,3.3
30,2,1,4,0.62
29,1,1,15,5
14,2,2,15,5
4,2,1,77,NA
17,1,3,15,2.51
9,1,3,15,5
35,1,2,3,0.85
64,1,6,10,4.39
45,2,2,12,NA
50,1,4,77,NA
13,2,4,77,NA
0,2,3,2,0.3
5,2,1,2,0.17
7,1,1,5,0.68
30,1,6,9,2.88
8,1,3,9,0
77,1,3,9,3.92
80,2,3,13,NA
1,2,3,4,0.93
80,2,3,5,1.77
10,2,1,6,0.92
6,1,7,15,5
74,2,4,14,2.61
11,2,2,7,1.73
2,1,4,2,0.1
17,1,3,4,0.63
36,2,6,15,5
22,2,3,3,0.64
25,2,3,15,3.65
13,2,2,13,NA
6,2,4,2,0.18
6,1,3,10,2.46
80,1,1,4,0.42
80,2,3,8,4.25
51,2,6,14,4.99
25,2,2,7,2.72
41,1,3,14,3.73
20,1,2,14,3.83
24,1,3,14,4.46
42,2,4,15,5
11,2,3,6,0.92
47,1,2,6,1.64
0,1,3,9,2.39
3,2,3,15,5
29,2,4,2,0.37
16,2,1,2,0.25
15,1,3,9,2.74
54,1,6,6,2.55
27,2,3,6,1.24
66,1,1,14,2.5
34,1,3,6,1.49
7,2,1,9,2.08
34,1,7,5,1.68
26,1,1,6,0.61
76,1,3,6,1.82
19,1,3,15,2.51
44,1,6,1,0
35,2,3,14,2.81
76,2,3,13,NA
23,1,3,14,2.95
15,2,3,15,5
70,1,2,5,1.32
7,2,3,15,5
41,2,6,15,4.95
51,1,2,6,1.88
64,1,4,9,3.75
76,1,4,6,2.1
64,2,3,10,4.62
8,1,4,14,5
14,1,7,14,3.92
53,1,3,77,NA
37,1,3,9,1.84
31,2,1,7,1.35
0,1,2,1,0.11
45,2,3,14,3.09
63,1,4,8,3.87
6,1,2,8,1.86
61,2,3,6,1.49
0,1,7,10,2.53
13,2,3,9,2.98
0,2,7,4,0.55
79,2,3,5,1.51
9,2,3,6,1.5
53,2,1,99,0.84
11,2,3,15,5
49,2,2,10,3.63
80,1,4,12,NA
0,1,4,14,4.28
58,1,3,6,1.75
4,2,4,1,0.05
7,1,3,14,2.82
80,2,3,6,1.62
11,2,4,5,0.82
21,2,1,5,0.95
4,1,1,14,2.46
27,2,4,5,1.29
2,2,3,2,0.25
36,2,3,15,0.13
48,2,3,14,2.82
75,1,3,15,5
12,2,6,8,2.48
16,1,4,14,2.79
29,1,2,14,4.33
22,1,6,15,4.94
13,1,4,5,0.54
9,1,7,15,5
37,2,6,15,4.96
6,1,4,8,1.36
3,2,1,4,0.65
17,1,4,12,NA
17,1,4,8,1.76
32,2,4,7,1.1
6,2,7,5,0.82
32,2,3,4,0.74
7,1,2,6,1.57
69,1,3,5,2.02
62,2,4,10,4.06
46,2,7,5,0.75
36,1,1,6,0.99
80,2,4,6,2.76
34,2,1,8,1.28
7,2,4,14,2.81
80,1,3,8,3.01
18,2,4,10,2.29
14,1,4,5,0.74
14,2,3,8,1.23
0,2,1,NA,NA
13,1,3,14,3.22
80,1,1,12,NA
6,1,4,5,0.82
18,1,1,6,0.83
64,1,2,3,1.23
7,2,2,2,0.42
28,2,6,7,1.73
79,2,2,6,1.49
2,2,1,9,2.47
49,1,1,7,1.55
1,2,1,3,0.4
14,1,6,NA,NA
52,1,4,77,NA
27,1,1,77,NA
22,1,3,15,5
8,2,1,2,0.25
3,1,4,3,0.42
16,1,6,14,2
63,2,2,6,1.24
65,1,4,5,1.44
33,2,2,6,0.94
58,2,4,14,2.45
1,2,1,8,2.06
13,1,6,10,3.57
56,2,4,5,1.87
0,1,4,10,2.21
60,2,1,6,0.78
2,1,1,10,2.78
27,2,4,4,0.97
11,2,4,5,0.99
34,2,2,7,2.2
0,1,3,6,0.88
16,2,2,6,1.04
8,1,1,5,0.61
33,1,6,NA,NA
17,1,1,7,1.41
5,2,6,5,0.91
2,2,3,15,4.95
18,1,6,15,4.12
66,2,2,NA,NA
23,2,6,8,1.85
12,1,1,15,3.99
6,1,3,77,NA
17,1,3,15,5
6,1,4,8,2.14
10,2,3,15,5
4,1,6,15,5
24,1,6,15,0.2
52,1,3,15,5
67,2,6,9,3.77
2,2,3,14,3.3
67,1,4,8,3.06
60,2,4,1,0.1
68,1,2,6,1.06
60,1,1,6,1.88
66,2,2,13,NA
9,2,1,7,0.9
15,2,7,15,5
54,1,2,NA,NA
41,1,2,8,3.01
21,2,3,15,5
6,1,2,7,1.29
65,2,4,7,2.5
68,1,3,8,2.49
21,1,1,7,NA
77,1,4,6,0.95
11,1,3,15,5
51,2,3,9,2.24
46,2,3,15,4.12
28,2,6,12,4.12
42,2,3,4,0.86
27,2,2,9,1.49
39,1,1,15,4.73
15,1,4,7,2.26
0,1,1,5,0.49
57,1,3,12,2.95
6,2,6,15,3.15
26,1,3,4,0.77
45,1,3,9,2.47
0,1,1,15,5
36,1,6,8,4.25
37,1,3,15,5
31,2,4,3,0.34
38,2,1,14,3.7
0,2,3,15,5
78,1,3,15,5
3,2,1,14,2.64
20,2,7,5,1.27
55,2,3,15,5
19,1,1,7,1.07
60,2,3,8,3
8,2,3,15,5
10,2,1,7,1.28
0,1,1,6,0.79
30,2,1,5,0.77
71,2,1,10,4.43
57,2,4,2,0.51
1,1,2,3,0.31
65,2,4,2,0.72
22,2,1,6,0.92
8,2,6,4,1.14
80,2,3,6,2.19
35,2,1,9,1.94
44,2,3,8,2.06
18,1,6,15,4.12
35,2,1,12,NA
18,2,3,10,3.22
80,2,1,3,1.08
49,1,2,8,1.6
39,2,3,15,5
50,1,1,3,0.21
40,2,1,7,1.41
42,1,2,3,0.4
3,1,3,3,0.35
27,2,3,4,0.62
69,1,3,15,5
27,1,7,8,2.23
57,1,3,15,5
54,1,1,15,5
34,2,2,5,1.26
33,2,6,NA,NA
43,2,6,NA,NA
3,1,6,15,5
0,1,3,9,1.94
4,2,4,7,1.1
24,2,1,14,2.64
61,1,2,77,NA
45,1,6,15,3.87
5,2,1,7,0.02
52,2,1,77,NA
38,1,4,7,3.54
17,2,1,6,1.52
18,2,4,8,2.41
80,2,4,8,2.93
31,2,4,14,4.28
8,1,7,14,3.16
12,2,3,10,2.89
33,1,1,7,1.2
69,1,7,2,0.8
55,1,1,7,1.2
28,2,3,15,5
32,1,6,4,1.27
39,1,4,8,3.37
10,1,3,8,1.69
70,2,1,1,0.08
18,1,3,7,0.98
2,1,1,1,0.02
30,2,4,12,NA
35,1,1,14,3.51
62,2,4,1,0
80,1,3,77,NA
41,1,3,15,4.3
15,2,1,7,2.09
8,2,2,77,NA
38,1,6,15,5
70,1,3,15,5
10,2,3,3,0.43
73,1,3,15,5
9,1,3,7,1.73
42,2,4,10,3.67
2,2,3,15,5
63,1,4,15,5
1,1,7,6,1.26
55,2,4,3,0.5
0,2,3,7,1.43
35,1,3,6,1.64
41,2,6,9,1.84
16,1,3,14,3.17
62,1,3,14,3.99
43,2,3,14,3.71
27,1,3,6,1.49
57,1,1,7,2.13
17,1,4,6,1.32
35,1,4,14,4.02
5,1,1,8,1.69
43,1,4,5,0.87
45,2,2,15,3.54
65,2,3,9,3.68
19,2,2,10,2.67
2,1,2,8,1.76
4,1,4,10,2.67
23,2,1,7,2.5
26,1,1,7,1.41
33,2,2,4,0.56
29,2,6,10,4.39
29,1,1,3,0.75
58,1,6,14,1.03
6,1,2,14,1.89
55,1,3,9,5
9,1,1,8,1.69
49,2,7,77,NA
50,2,1,7,1.07
17,1,4,10,0
18,1,7,NA,NA
1,1,7,3,0.51
45,2,4,9,5
65,1,4,2,0.83
59,2,6,1,0.03
30,2,2,10,2.59
0,1,2,6,0.51
61,1,4,NA,NA
73,2,6,2,0.73
29,1,1,4,0.89
53,1,3,15,5
38,1,7,4,0.94
42,1,6,5,0.91
2,2,3,15,4.3
1,2,4,2,0.28
56,2,2,14,5
13,2,1,14,2.82
63,1,3,7,2.2
4,1,2,14,3.41
4,2,3,15,3.99
0,2,3,15,5
55,2,2,4,0.62
75,1,3,6,1.56
44,2,1,7,1.23
25,2,1,14,2.33
46,1,3,15,5
19,2,1,8,1.76
4,1,1,7,1.41
48,2,3,6,1.62
8,2,4,4,0.58
42,2,4,10,2.46
80,1,6,6,0.68
3,1,6,9,1.84
16,1,2,2,0.23
80,2,4,14,3.98
53,1,4,77,NA
37,2,4,5,1.19
62,2,1,4,1.4
39,1,2,12,2.38
41,1,6,15,5
12,2,3,8,1.23
64,2,1,15,4.96
0,2,3,6,0.99
11,1,6,5,0.68
46,2,7,15,4.22
28,1,3,7,0.98
9,1,3,15,5
9,1,1,8,1.83
69,1,3,12,NA
6,2,7,9,3.14
40,2,1,5,1.19
12,2,2,9,1.94
0,1,3,9,2.26
56,2,6,4,0.94
11,2,4,1,0.05
80,2,3,2,0.81
10,2,6,15,5
29,1,6,10,4.08
47,2,3,15,5
29,1,6,4,1.35
0,2,3,15,1.69
67,2,6,1,0.08
30,2,6,15,5
78,2,6,NA,NA
36,2,4,77,NA
30,2,4,6,0.95
52,2,4,10,4.06
